"site_id","latitude","longitude","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","ind_phen","phenophase","state","series_yrs","first_yes_date","yeartype","dop","year","resident","present_jan1","ind_phen_year"
17414,42.936153,-73.433449,1197,"Geothlypis","trichas","common yellowthroat","Animalia",86970,292,"Live individuals",2023,5,13,133,2460078,2,"86970_Live individuals","Adults observed","NY",10,2023-05-13,"calendar",133,2023,FALSE,0,"86970_Live individuals_2023"
5261,42.448402,-72.345314,1118,"Scolopax","minor","American woodcock","Animalia",87881,292,"Live individuals",2023,3,23,82,2460027,3,"87881_Live individuals","Adults observed","MA",9,2023-03-23,"calendar",82,2023,FALSE,0,"87881_Live individuals_2023"
20765,33.632149,-117.55545,358,"Setophaga","petechia","yellow warbler","Animalia",88476,293,"Calls or song (birds)",2023,4,13,103,2460048,25,"88476_Calls or song (birds)","Adults observed","CA",9,2023-04-13,"calendar",103,2023,FALSE,0,"88476_Calls or song (birds)_2023"
21729,44.913651,-69.939186,243,"Gavia","immer","common loon","Animalia",95310,292,"Live individuals",2023,5,5,125,2460070,NA,"95310_Live individuals","Adults observed","ME",9,2023-05-05,"calendar",125,2023,FALSE,0,"95310_Live individuals_2023"
22858,38.09404,-122.37149,1124,"Tachycineta","bicolor","tree swallow","Animalia",103160,292,"Live individuals",2023,1,17,17,2459962,15,"103160_Live individuals","Adults observed","CA",10,2023-01-17,"calendar",17,2023,FALSE,0,"103160_Live individuals_2023"
17414,42.936153,-73.433449,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",103211,292,"Live individuals",2023,5,11,131,2460076,5,"103211_Live individuals","Adults observed","NY",10,2023-05-11,"calendar",131,2023,FALSE,0,"103211_Live individuals_2023"
23690,44.966442,-70.773682,243,"Gavia","immer","common loon","Animalia",111658,292,"Live individuals",2023,5,20,140,2460085,NA,"111658_Live individuals","Adults observed","ME",9,2023-05-20,"calendar",140,2023,FALSE,0,"111658_Live individuals_2023"
2803,39.971001,-105.397003,1095,"Chordeiles","minor","common nighthawk","Animalia",122048,292,"Live individuals",2023,6,24,175,2460120,15,"122048_Live individuals","Adults observed","CO",9,2023-06-24,"calendar",175,2023,FALSE,0,"122048_Live individuals_2023"
2803,39.971001,-105.397003,359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",122051,292,"Live individuals",2023,4,27,117,2460062,8,"122051_Live individuals","Adults observed","CO",9,2023-04-27,"calendar",117,2023,FALSE,0,"122051_Live individuals_2023"
25568,45.140465,-93.312943,248,"Pandion","haliaetus","osprey","Animalia",123976,292,"Live individuals",2023,4,15,105,2460050,NA,"123976_Live individuals","Adults observed","MN",9,2023-04-15,"calendar",105,2023,FALSE,0,"123976_Live individuals_2023"
27026,43.413593,-70.810211,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",137519,292,"Live individuals",2023,5,7,127,2460072,1,"137519_Live individuals","Adults observed","ME",9,2023-05-07,"calendar",127,2023,FALSE,0,"137519_Live individuals_2023"
27026,43.413593,-70.810211,360,"Icterus","galbula","Baltimore oriole","Animalia",137608,292,"Live individuals",2023,5,6,126,2460071,8,"137608_Live individuals","Adults observed","ME",9,2023-05-06,"calendar",126,2023,FALSE,0,"137608_Live individuals_2023"
5428,48.033489,-122.598724,240,"Spinus","tristis","American goldfinch","Animalia",11347,292,"Live individuals",2024,5,1,122,2460432,29,"11347_Live individuals","Adults observed","WA",14,2024-05-01,"calendar",122,2024,FALSE,0,"11347_Live individuals_2024"
5674,44.910587,-70.266861,246,"Turdus","migratorius","American robin","Animalia",12709,292,"Live individuals",2024,4,2,93,2460403,NA,"12709_Live individuals","Adults observed","ME",13,2024-04-02,"calendar",93,2024,FALSE,0,"12709_Live individuals_2024"
5674,44.910587,-70.266861,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12712,292,"Live individuals",2024,5,6,127,2460437,3,"12712_Live individuals","Adults observed","ME",14,2024-05-06,"calendar",127,2024,FALSE,0,"12712_Live individuals_2024"
2803,39.971001,-105.397003,246,"Turdus","migratorius","American robin","Animalia",16046,292,"Live individuals",2024,3,4,64,2460374,5,"16046_Live individuals","Adults observed","CO",15,2024-03-04,"calendar",64,2024,FALSE,0,"16046_Live individuals_2024"
2803,39.971001,-105.397003,354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,292,"Live individuals",2024,5,3,124,2460434,3,"16048_Live individuals","Adults observed","CO",15,2024-05-03,"calendar",124,2024,FALSE,0,"16048_Live individuals_2024"
6481,42.456135,-72.344215,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",19040,292,"Live individuals",2024,5,2,123,2460433,3,"19040_Live individuals","Adults observed","MA",9,2024-05-02,"calendar",123,2024,FALSE,0,"19040_Live individuals_2024"
8496,46.328629,-96.061256,246,"Turdus","migratorius","American robin","Animalia",25780,292,"Live individuals",2024,4,21,112,2460422,NA,"25780_Live individuals","Adults observed","MN",14,2024-04-21,"calendar",112,2024,FALSE,0,"25780_Live individuals_2024"
8496,46.328629,-96.061256,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",25784,292,"Live individuals",2024,5,31,152,2460462,25,"25784_Live individuals","Adults observed","MN",14,2024-05-31,"calendar",152,2024,FALSE,0,"25784_Live individuals_2024"
8496,46.328629,-96.061256,1104,"Hirundo","rustica","barn swallow","Animalia",25894,292,"Live individuals",2024,5,31,152,2460462,25,"25894_Live individuals","Adults observed","MN",14,2024-05-31,"calendar",152,2024,FALSE,0,"25894_Live individuals_2024"
8496,46.328629,-96.061256,355,"Troglodytes","aedon","house wren","Animalia",25897,292,"Live individuals",2024,5,31,152,2460462,25,"25897_Live individuals","Adults observed","MN",14,2024-05-31,"calendar",152,2024,FALSE,0,"25897_Live individuals_2024"
8496,46.328629,-96.061256,1124,"Tachycineta","bicolor","tree swallow","Animalia",25899,292,"Live individuals",2024,4,21,112,2460422,NA,"25899_Live individuals","Adults observed","MN",14,2024-04-21,"calendar",112,2024,FALSE,0,"25899_Live individuals_2024"
8715,43.522804,-70.802277,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",28193,292,"Live individuals",2024,6,1,153,2460463,7,"28193_Live individuals","Adults observed","ME",14,2024-06-01,"calendar",153,2024,FALSE,0,"28193_Live individuals_2024"
8418,32.363758,-94.873947,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",30980,292,"Live individuals",2024,3,28,88,2460398,4,"30980_Live individuals","Adults observed","TX",12,2024-03-28,"calendar",88,2024,FALSE,0,"30980_Live individuals_2024"
8496,46.328629,-96.061256,375,"Zenaida","macroura","mourning dove","Animalia",32296,292,"Live individuals",2024,4,25,116,2460426,NA,"32296_Live individuals","Adults observed","MN",14,2024-04-25,"calendar",116,2024,FALSE,0,"32296_Live individuals_2024"
9344,35.640373,-83.692863,377,"Vireo","olivaceus","red-eyed vireo","Animalia",32889,293,"Calls or song (birds)",2024,4,25,116,2460426,13,"32889_Calls or song (birds)","Adults observed","TN",10,2024-04-25,"calendar",116,2024,FALSE,0,"32889_Calls or song (birds)_2024"
10145,42.602543,-83.250992,360,"Icterus","galbula","Baltimore oriole","Animalia",38844,292,"Live individuals",2024,5,8,129,2460439,1,"38844_Live individuals","Adults observed","MI",10,2024-05-08,"calendar",129,2024,FALSE,0,"38844_Live individuals_2024"
10145,42.602543,-83.250992,1104,"Hirundo","rustica","barn swallow","Animalia",38845,292,"Live individuals",2024,5,1,122,2460432,1,"38845_Live individuals","Adults observed","MI",13,2024-05-01,"calendar",122,2024,FALSE,0,"38845_Live individuals_2024"
10145,42.602543,-83.250992,1085,"Buteo","platypterus","broad-winged hawk","Animalia",38856,292,"Live individuals",2024,9,21,265,2460575,NA,"38856_Live individuals","Adults observed","MI",9,2024-09-21,"calendar",265,2024,FALSE,0,"38856_Live individuals_2024"
10145,42.602543,-83.250992,363,"Molothrus","ater","brown-headed cowbird","Animalia",38857,292,"Live individuals",2024,4,22,113,2460423,NA,"38857_Live individuals","Adults observed","MI",13,2024-04-22,"calendar",113,2024,FALSE,0,"38857_Live individuals_2024"
10145,42.602543,-83.250992,1093,"Chaetura","pelagica","chimney swift","Animalia",38864,292,"Live individuals",2024,5,1,122,2460432,1,"38864_Live individuals","Adults observed","MI",13,2024-05-01,"calendar",122,2024,FALSE,0,"38864_Live individuals_2024"
10145,42.602543,-83.250992,355,"Troglodytes","aedon","house wren","Animalia",38908,292,"Live individuals",2024,4,26,117,2460427,1,"38908_Live individuals","Adults observed","MI",13,2024-04-26,"calendar",117,2024,FALSE,0,"38908_Live individuals_2024"
10145,42.602543,-83.250992,248,"Pandion","haliaetus","osprey","Animalia",38931,292,"Live individuals",2024,3,22,82,2460392,NA,"38931_Live individuals","Adults observed","MI",9,2024-03-22,"calendar",82,2024,FALSE,0,"38931_Live individuals_2024"
10145,42.602543,-83.250992,359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",38946,292,"Live individuals",2024,2,22,53,2460363,1,"38946_Live individuals","Adults observed","MI",13,2024-02-22,"calendar",53,2024,FALSE,0,"38946_Live individuals_2024"
9652,44.768246,-94.155746,246,"Turdus","migratorius","American robin","Animalia",40107,292,"Live individuals",2024,1,9,9,2460319,NA,"40107_Live individuals","Adults observed","MN",13,2024-01-09,"calendar",9,2024,FALSE,0,"40107_Live individuals_2024"
9652,44.768246,-94.155746,240,"Spinus","tristis","American goldfinch","Animalia",40108,292,"Live individuals",2024,5,17,138,2460448,NA,"40108_Live individuals","Adults observed","MN",10,2024-05-17,"calendar",138,2024,FALSE,0,"40108_Live individuals_2024"
9652,44.768246,-94.155746,375,"Zenaida","macroura","mourning dove","Animalia",40109,292,"Live individuals",2024,4,15,106,2460416,NA,"40109_Live individuals","Adults observed","MN",11,2024-04-15,"calendar",106,2024,FALSE,0,"40109_Live individuals_2024"
9652,44.768246,-94.155746,1095,"Chordeiles","minor","common nighthawk","Animalia",40112,292,"Live individuals",2024,5,12,133,2460443,NA,"40112_Live individuals","Adults observed","MN",13,2024-05-12,"calendar",133,2024,FALSE,0,"40112_Live individuals_2024"
10717,38.285664,-111.246605,246,"Turdus","migratorius","American robin","Animalia",42593,292,"Live individuals",2024,4,20,111,2460421,9,"42593_Live individuals","Adults observed","UT",11,2024-04-20,"calendar",111,2024,FALSE,0,"42593_Live individuals_2024"
1419,42.011166,-88.503304,1117,"Sayornis","phoebe","eastern phoebe","Animalia",44642,292,"Live individuals",2024,3,30,90,2460400,18,"44642_Live individuals","Adults observed","IL",11,2024-03-30,"calendar",90,2024,FALSE,0,"44642_Live individuals_2024"
11598,43.073357,-71.150681,243,"Gavia","immer","common loon","Animalia",48357,292,"Live individuals",2024,5,4,125,2460435,7,"48357_Live individuals","Adults observed","NH",13,2024-05-04,"calendar",125,2024,FALSE,0,"48357_Live individuals_2024"
5428,48.033489,-122.598724,1119,"Selasphorus","rufus","rufous hummingbird","Animalia",60984,292,"Live individuals",2024,3,14,74,2460384,2,"60984_Live individuals","Adults observed","WA",11,2024-03-14,"calendar",74,2024,FALSE,0,"60984_Live individuals_2024"
17414,42.936153,-73.433449,1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,292,"Live individuals",2024,4,1,92,2460402,2,"66940_Live individuals","Adults observed","NY",12,2024-04-01,"calendar",92,2024,FALSE,0,"66940_Live individuals_2024"
9342,35.644516,-83.68988,1098,"Setophaga","virens","black-throated green warbler","Animalia",75386,292,"Live individuals",2024,4,2,93,2460403,9,"75386_Live individuals","Adults observed","TN",10,2024-04-02,"calendar",93,2024,FALSE,0,"75386_Live individuals_2024"
9342,35.644516,-83.68988,1236,"Setophaga","citrina","hooded warbler","Animalia",75388,292,"Live individuals",2024,4,18,109,2460419,5,"75388_Live individuals","Adults observed","TN",10,2024-04-18,"calendar",109,2024,FALSE,0,"75388_Live individuals_2024"
9342,35.644516,-83.68988,377,"Vireo","olivaceus","red-eyed vireo","Animalia",75391,292,"Live individuals",2024,4,18,109,2460419,5,"75391_Live individuals","Adults observed","TN",9,2024-04-18,"calendar",109,2024,FALSE,0,"75391_Live individuals_2024"
8806,35.640625,-83.689034,1098,"Setophaga","virens","black-throated green warbler","Animalia",75401,293,"Calls or song (birds)",2024,4,12,103,2460413,29,"75401_Calls or song (birds)","Adults observed","TN",14,2024-04-12,"calendar",103,2024,FALSE,0,"75401_Calls or song (birds)_2024"
8806,35.640625,-83.689034,1230,"Setophaga","americana","northern parula","Animalia",75406,293,"Calls or song (birds)",2024,5,10,131,2460441,13,"75406_Calls or song (birds)","Adults observed","TN",11,2024-05-10,"calendar",131,2024,FALSE,0,"75406_Calls or song (birds)_2024"
8806,35.640625,-83.689034,377,"Vireo","olivaceus","red-eyed vireo","Animalia",75407,293,"Calls or song (birds)",2024,5,22,143,2460453,12,"75407_Calls or song (birds)","Adults observed","TN",14,2024-05-22,"calendar",143,2024,FALSE,0,"75407_Calls or song (birds)_2024"
19944,33.66478,-117.843063,242,"Petrochelidon","pyrrhonota","cliff swallow","Animalia",81457,292,"Live individuals",2024,2,20,51,2460361,12,"81457_Live individuals","Adults observed","CA",11,2024-02-20,"calendar",51,2024,FALSE,0,"81457_Live individuals_2024"
17414,42.936153,-73.433449,1197,"Geothlypis","trichas","common yellowthroat","Animalia",86970,292,"Live individuals",2024,5,8,129,2460439,1,"86970_Live individuals","Adults observed","NY",10,2024-05-08,"calendar",129,2024,FALSE,0,"86970_Live individuals_2024"
5261,42.448402,-72.345314,1118,"Scolopax","minor","American woodcock","Animalia",87881,292,"Live individuals",2024,3,8,68,2460378,NA,"87881_Live individuals","Adults observed","MA",9,2024-03-08,"calendar",68,2024,FALSE,0,"87881_Live individuals_2024"
20765,33.632149,-117.55545,358,"Setophaga","petechia","yellow warbler","Animalia",88476,293,"Calls or song (birds)",2024,4,11,102,2460412,25,"88476_Calls or song (birds)","Adults observed","CA",9,2024-04-11,"calendar",102,2024,FALSE,0,"88476_Calls or song (birds)_2024"
21729,44.913651,-69.939186,243,"Gavia","immer","common loon","Animalia",95310,292,"Live individuals",2024,6,19,171,2460481,NA,"95310_Live individuals","Adults observed","ME",9,2024-06-19,"calendar",171,2024,FALSE,0,"95310_Live individuals_2024"
22858,38.09404,-122.37149,1124,"Tachycineta","bicolor","tree swallow","Animalia",103160,292,"Live individuals",2024,2,12,43,2460353,14,"103160_Live individuals","Adults observed","CA",10,2024-02-12,"calendar",43,2024,FALSE,0,"103160_Live individuals_2024"
17414,42.936153,-73.433449,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",103211,292,"Live individuals",2024,5,1,122,2460432,1,"103211_Live individuals","Adults observed","NY",10,2024-05-01,"calendar",122,2024,FALSE,0,"103211_Live individuals_2024"
23690,44.966442,-70.773682,243,"Gavia","immer","common loon","Animalia",111658,292,"Live individuals",2024,5,18,139,2460449,NA,"111658_Live individuals","Adults observed","ME",9,2024-05-18,"calendar",139,2024,FALSE,0,"111658_Live individuals_2024"
2803,39.971001,-105.397003,1095,"Chordeiles","minor","common nighthawk","Animalia",122048,292,"Live individuals",2024,6,1,153,2460463,4,"122048_Live individuals","Adults observed","CO",9,2024-06-01,"calendar",153,2024,FALSE,0,"122048_Live individuals_2024"
2803,39.971001,-105.397003,359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",122051,292,"Live individuals",2024,4,9,100,2460410,32,"122051_Live individuals","Adults observed","CO",9,2024-04-09,"calendar",100,2024,FALSE,0,"122051_Live individuals_2024"
25568,45.140465,-93.312943,248,"Pandion","haliaetus","osprey","Animalia",123976,292,"Live individuals",2024,4,13,104,2460414,NA,"123976_Live individuals","Adults observed","MN",9,2024-04-13,"calendar",104,2024,FALSE,0,"123976_Live individuals_2024"
27026,43.413593,-70.810211,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",137519,292,"Live individuals",2024,5,11,132,2460442,11,"137519_Live individuals","Adults observed","ME",9,2024-05-11,"calendar",132,2024,FALSE,0,"137519_Live individuals_2024"
27026,43.413593,-70.810211,360,"Icterus","galbula","Baltimore oriole","Animalia",137608,292,"Live individuals",2024,5,11,132,2460442,11,"137608_Live individuals","Adults observed","ME",9,2024-05-11,"calendar",132,2024,FALSE,0,"137608_Live individuals_2024"
1419,42.011166,-88.503304,244,"Charadrius","vociferus","killdeer","Animalia",10286,293,"Calls or song (birds)",2025,3,28,87,2460763,18,"10286_Calls or song (birds)","Adults observed","IL",12,2025-03-28,"calendar",87,2025,FALSE,0,"10286_Calls or song (birds)_2025"
5428,48.033489,-122.598724,240,"Spinus","tristis","American goldfinch","Animalia",11347,292,"Live individuals",2025,4,16,106,2460782,NA,"11347_Live individuals","Adults observed","WA",14,2025-04-16,"calendar",106,2025,FALSE,0,"11347_Live individuals_2025"
5674,44.910587,-70.266861,246,"Turdus","migratorius","American robin","Animalia",12709,292,"Live individuals",2025,3,30,89,2460765,NA,"12709_Live individuals","Adults observed","ME",13,2025-03-30,"calendar",89,2025,FALSE,0,"12709_Live individuals_2025"
5674,44.910587,-70.266861,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12712,292,"Live individuals",2025,5,12,132,2460808,2,"12712_Live individuals","Adults observed","ME",14,2025-05-12,"calendar",132,2025,FALSE,0,"12712_Live individuals_2025"
2803,39.971001,-105.397003,246,"Turdus","migratorius","American robin","Animalia",16046,292,"Live individuals",2025,3,17,76,2460752,9,"16046_Live individuals","Adults observed","CO",15,2025-03-17,"calendar",76,2025,FALSE,0,"16046_Live individuals_2025"
2803,39.971001,-105.397003,354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,292,"Live individuals",2025,4,25,115,2460791,8,"16048_Live individuals","Adults observed","CO",15,2025-04-25,"calendar",115,2025,FALSE,0,"16048_Live individuals_2025"
2803,39.971001,-105.397003,357,"Sialia","mexicana","western bluebird","Animalia",16214,292,"Live individuals",2025,4,17,107,2460783,3,"16214_Live individuals","Adults observed","CO",14,2025-04-17,"calendar",107,2025,FALSE,0,"16214_Live individuals_2025"
6481,42.456135,-72.344215,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",19040,292,"Live individuals",2025,5,1,121,2460797,5,"19040_Live individuals","Adults observed","MA",9,2025-05-01,"calendar",121,2025,FALSE,0,"19040_Live individuals_2025"
8496,46.328629,-96.061256,246,"Turdus","migratorius","American robin","Animalia",25780,292,"Live individuals",2025,5,25,145,2460821,NA,"25780_Live individuals","Adults observed","MN",14,2025-05-25,"calendar",145,2025,FALSE,0,"25780_Live individuals_2025"
8496,46.328629,-96.061256,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",25784,292,"Live individuals",2025,5,25,145,2460821,NA,"25784_Live individuals","Adults observed","MN",14,2025-05-25,"calendar",145,2025,FALSE,0,"25784_Live individuals_2025"
8496,46.328629,-96.061256,1104,"Hirundo","rustica","barn swallow","Animalia",25894,292,"Live individuals",2025,5,25,145,2460821,NA,"25894_Live individuals","Adults observed","MN",14,2025-05-25,"calendar",145,2025,FALSE,0,"25894_Live individuals_2025"
8496,46.328629,-96.061256,355,"Troglodytes","aedon","house wren","Animalia",25897,292,"Live individuals",2025,5,25,145,2460821,NA,"25897_Live individuals","Adults observed","MN",14,2025-05-25,"calendar",145,2025,FALSE,0,"25897_Live individuals_2025"
8496,46.328629,-96.061256,1124,"Tachycineta","bicolor","tree swallow","Animalia",25899,292,"Live individuals",2025,5,25,145,2460821,NA,"25899_Live individuals","Adults observed","MN",14,2025-05-25,"calendar",145,2025,FALSE,0,"25899_Live individuals_2025"
8715,43.522804,-70.802277,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",28193,292,"Live individuals",2025,5,3,123,2460799,5,"28193_Live individuals","Adults observed","ME",14,2025-05-03,"calendar",123,2025,FALSE,0,"28193_Live individuals_2025"
8418,32.363758,-94.873947,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",30980,292,"Live individuals",2025,3,26,85,2460761,3,"30980_Live individuals","Adults observed","TX",12,2025-03-26,"calendar",85,2025,FALSE,0,"30980_Live individuals_2025"
8496,46.328629,-96.061256,375,"Zenaida","macroura","mourning dove","Animalia",32296,292,"Live individuals",2025,5,25,145,2460821,NA,"32296_Live individuals","Adults observed","MN",14,2025-05-25,"calendar",145,2025,FALSE,0,"32296_Live individuals_2025"
9344,35.640373,-83.692863,377,"Vireo","olivaceus","red-eyed vireo","Animalia",32889,293,"Calls or song (birds)",2025,4,21,111,2460787,9,"32889_Calls or song (birds)","Adults observed","TN",10,2025-04-21,"calendar",111,2025,FALSE,0,"32889_Calls or song (birds)_2025"
10145,42.602543,-83.250992,1193,"Setophaga","ruticilla","American redstart","Animalia",38839,293,"Calls or song (birds)",2025,5,4,124,2460800,NA,"38839_Calls or song (birds)","Adults observed","MI",10,2025-05-04,"calendar",124,2025,FALSE,0,"38839_Calls or song (birds)_2025"
10145,42.602543,-83.250992,360,"Icterus","galbula","Baltimore oriole","Animalia",38844,292,"Live individuals",2025,5,2,122,2460798,1,"38844_Live individuals","Adults observed","MI",10,2025-05-02,"calendar",122,2025,FALSE,0,"38844_Live individuals_2025"
10145,42.602543,-83.250992,1104,"Hirundo","rustica","barn swallow","Animalia",38845,292,"Live individuals",2025,5,3,123,2460799,1,"38845_Live individuals","Adults observed","MI",13,2025-05-03,"calendar",123,2025,FALSE,0,"38845_Live individuals_2025"
10145,42.602543,-83.250992,1098,"Setophaga","virens","black-throated green warbler","Animalia",38850,293,"Calls or song (birds)",2025,5,4,124,2460800,NA,"38850_Calls or song (birds)","Adults observed","MI",9,2025-05-04,"calendar",124,2025,FALSE,0,"38850_Calls or song (birds)_2025"
10145,42.602543,-83.250992,363,"Molothrus","ater","brown-headed cowbird","Animalia",38857,292,"Live individuals",2025,3,30,89,2460765,NA,"38857_Live individuals","Adults observed","MI",13,2025-03-30,"calendar",89,2025,FALSE,0,"38857_Live individuals_2025"
10145,42.602543,-83.250992,1093,"Chaetura","pelagica","chimney swift","Animalia",38864,292,"Live individuals",2025,4,29,119,2460795,1,"38864_Live individuals","Adults observed","MI",13,2025-04-29,"calendar",119,2025,FALSE,0,"38864_Live individuals_2025"
10145,42.602543,-83.250992,355,"Troglodytes","aedon","house wren","Animalia",38908,292,"Live individuals",2025,4,29,119,2460795,1,"38908_Live individuals","Adults observed","MI",13,2025-04-29,"calendar",119,2025,FALSE,0,"38908_Live individuals_2025"
10145,42.602543,-83.250992,248,"Pandion","haliaetus","osprey","Animalia",38931,292,"Live individuals",2025,3,15,74,2460750,1,"38931_Live individuals","Adults observed","MI",9,2025-03-15,"calendar",74,2025,FALSE,0,"38931_Live individuals_2025"
10145,42.602543,-83.250992,359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",38946,292,"Live individuals",2025,3,7,66,2460742,1,"38946_Live individuals","Adults observed","MI",13,2025-03-07,"calendar",66,2025,FALSE,0,"38946_Live individuals_2025"
10145,42.602543,-83.250992,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",38951,292,"Live individuals",2025,7,27,208,2460884,1,"38951_Live individuals","Adults observed","MI",11,2025-07-27,"calendar",208,2025,FALSE,0,"38951_Live individuals_2025"
9652,44.768246,-94.155746,246,"Turdus","migratorius","American robin","Animalia",40107,292,"Live individuals",2025,3,3,62,2460738,NA,"40107_Live individuals","Adults observed","MN",13,2025-03-03,"calendar",62,2025,FALSE,0,"40107_Live individuals_2025"
9652,44.768246,-94.155746,240,"Spinus","tristis","American goldfinch","Animalia",40108,292,"Live individuals",2025,6,5,156,2460832,NA,"40108_Live individuals","Adults observed","MN",10,2025-06-05,"calendar",156,2025,FALSE,0,"40108_Live individuals_2025"
9652,44.768246,-94.155746,375,"Zenaida","macroura","mourning dove","Animalia",40109,292,"Live individuals",2025,4,10,100,2460776,NA,"40109_Live individuals","Adults observed","MN",11,2025-04-10,"calendar",100,2025,FALSE,0,"40109_Live individuals_2025"
9652,44.768246,-94.155746,1095,"Chordeiles","minor","common nighthawk","Animalia",40112,292,"Live individuals",2025,5,26,146,2460822,NA,"40112_Live individuals","Adults observed","MN",13,2025-05-26,"calendar",146,2025,FALSE,0,"40112_Live individuals_2025"
10717,38.285664,-111.246605,246,"Turdus","migratorius","American robin","Animalia",42593,292,"Live individuals",2025,3,21,80,2460756,6,"42593_Live individuals","Adults observed","UT",11,2025-03-21,"calendar",80,2025,FALSE,0,"42593_Live individuals_2025"
1419,42.011166,-88.503304,1117,"Sayornis","phoebe","eastern phoebe","Animalia",44642,292,"Live individuals",2025,4,3,93,2460769,5,"44642_Live individuals","Adults observed","IL",11,2025-04-03,"calendar",93,2025,FALSE,0,"44642_Live individuals_2025"
11598,43.073357,-71.150681,243,"Gavia","immer","common loon","Animalia",48357,292,"Live individuals",2025,6,21,172,2460848,NA,"48357_Live individuals","Adults observed","NH",13,2025-06-21,"calendar",172,2025,FALSE,0,"48357_Live individuals_2025"
5428,48.033489,-122.598724,1119,"Selasphorus","rufus","rufous hummingbird","Animalia",60984,292,"Live individuals",2025,3,6,65,2460741,NA,"60984_Live individuals","Adults observed","WA",11,2025-03-06,"calendar",65,2025,FALSE,0,"60984_Live individuals_2025"
17414,42.936153,-73.433449,1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,292,"Live individuals",2025,3,22,81,2460757,2,"66940_Live individuals","Adults observed","NY",12,2025-03-22,"calendar",81,2025,FALSE,0,"66940_Live individuals_2025"
9342,35.644516,-83.68988,1098,"Setophaga","virens","black-throated green warbler","Animalia",75386,292,"Live individuals",2025,4,20,110,2460786,12,"75386_Live individuals","Adults observed","TN",10,2025-04-20,"calendar",110,2025,FALSE,0,"75386_Live individuals_2025"
9342,35.644516,-83.68988,1236,"Setophaga","citrina","hooded warbler","Animalia",75388,292,"Live individuals",2025,4,20,110,2460786,12,"75388_Live individuals","Adults observed","TN",10,2025-04-20,"calendar",110,2025,FALSE,0,"75388_Live individuals_2025"
9342,35.644516,-83.68988,377,"Vireo","olivaceus","red-eyed vireo","Animalia",75391,292,"Live individuals",2025,4,20,110,2460786,12,"75391_Live individuals","Adults observed","TN",9,2025-04-20,"calendar",110,2025,FALSE,0,"75391_Live individuals_2025"
8806,35.640625,-83.689034,1098,"Setophaga","virens","black-throated green warbler","Animalia",75401,293,"Calls or song (birds)",2025,4,5,95,2460771,14,"75401_Calls or song (birds)","Adults observed","TN",14,2025-04-05,"calendar",95,2025,FALSE,0,"75401_Calls or song (birds)_2025"
8806,35.640625,-83.689034,1230,"Setophaga","americana","northern parula","Animalia",75406,293,"Calls or song (birds)",2025,4,5,95,2460771,14,"75406_Calls or song (birds)","Adults observed","TN",11,2025-04-05,"calendar",95,2025,FALSE,0,"75406_Calls or song (birds)_2025"
8806,35.640625,-83.689034,377,"Vireo","olivaceus","red-eyed vireo","Animalia",75407,293,"Calls or song (birds)",2025,5,1,121,2460797,12,"75407_Calls or song (birds)","Adults observed","TN",14,2025-05-01,"calendar",121,2025,FALSE,0,"75407_Calls or song (birds)_2025"
19944,33.66478,-117.843063,242,"Petrochelidon","pyrrhonota","cliff swallow","Animalia",81457,292,"Live individuals",2025,3,10,69,2460745,10,"81457_Live individuals","Adults observed","CA",11,2025-03-10,"calendar",69,2025,FALSE,0,"81457_Live individuals_2025"
17414,42.936153,-73.433449,1197,"Geothlypis","trichas","common yellowthroat","Animalia",86970,292,"Live individuals",2025,5,3,123,2460799,4,"86970_Live individuals","Adults observed","NY",10,2025-05-03,"calendar",123,2025,FALSE,0,"86970_Live individuals_2025"
5261,42.448402,-72.345314,1118,"Scolopax","minor","American woodcock","Animalia",87881,292,"Live individuals",2025,3,11,70,2460746,4,"87881_Live individuals","Adults observed","MA",9,2025-03-11,"calendar",70,2025,FALSE,0,"87881_Live individuals_2025"
