"site_id","latitude","longitude","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","ind_phen","phenophase","state","first_yes_date","summer_year","dosy","yeartype","dop","year","series_yrs","seasonally_inactive","active_jan1","ind_phen_year"
10145,42.602543,-83.250992,266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2021,6,17,168,2459383,1,"38980_Young individuals","Young observed","MI",2021-06-17,2021,352,"calendar",168,2021,12,NA,NA,"38980_Young individuals_2021"
10717,38.285664,-111.246605,263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,344,"Young individuals",2021,3,14,73,2459288,4,"42594_Young individuals","Young observed","UT",2021-03-14,2021,257,"calendar",73,2021,9,NA,NA,"42594_Young individuals_2021"
10717,38.285664,-111.246605,264,"Odocoileus","hemionus","mule deer","Animalia",42595,344,"Young individuals",2021,7,23,204,2459419,10,"42595_Young individuals","Young observed","UT",2021-07-23,2022,23,"calendar",204,2021,9,NA,NA,"42595_Young individuals_2021"
101,37.169998,-98.029999,1145,"Sciurus","niger","fox squirrel","Animalia",82543,310,"Fruit/seed consumption",2021,3,12,71,2459286,NA,"82543_Fruit/seed consumption","Feeding","KS",2021-03-12,2021,255,"calendar",71,2021,11,NA,NA,"82543_Fruit/seed consumption_2021"
101,37.169998,-98.029999,1145,"Sciurus","niger","fox squirrel","Animalia",82543,344,"Young individuals",2021,3,12,71,2459286,NA,"82543_Young individuals","Young observed","KS",2021-03-12,2021,255,"calendar",71,2021,11,NA,NA,"82543_Young individuals_2021"
2803,39.971001,-105.397003,1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2022,1,2,2,2459582,NA,"16050_Young individuals","Young observed","CO",2022-01-02,2022,186,"calendar",2,2022,14,NA,NA,"16050_Young individuals_2022"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2022,9,22,265,2459845,14,"16051_Males vocalizing","Mating activity","CO",2022-09-22,2023,84,"summer",84,2023,14,NA,NA,"16051_Males vocalizing_2023"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2022,11,4,308,2459888,1,"16051_Male combat (horn/antler)","Mating activity","CO",2022-11-04,2023,127,"summer",127,2023,13,NA,NA,"16051_Male combat (horn/antler)_2023"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2022,1,2,2,2459582,NA,"16051_Young individuals","Young observed","CO",2022-01-02,2022,186,"calendar",2,2022,14,NA,NA,"16051_Young individuals_2022"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2022,4,20,110,2459690,36,"16052_Fruit/seed consumption","Feeding","CO",2022-04-20,2022,294,"calendar",110,2022,15,NA,NA,"16052_Fruit/seed consumption_2022"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2022,4,20,110,2459690,36,"16052_Nut gathering","Feeding","CO",2022-04-20,2022,294,"calendar",110,2022,15,NA,NA,"16052_Nut gathering_2022"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2022,5,12,132,2459712,3,"16052_Young individuals","Young observed","CO",2022-05-12,2022,316,"calendar",132,2022,14,NA,NA,"16052_Young individuals_2022"
2803,39.971001,-105.397003,264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2022,1,2,2,2459582,NA,"16053_Young individuals","Young observed","CO",2022-01-02,2022,186,"calendar",2,2022,12,NA,NA,"16053_Young individuals_2022"
6362,43.012966,-73.649918,270,"Odocoileus","virginianus","white-tailed deer","Animalia",18144,344,"Young individuals",2022,10,24,297,2459877,13,"18144_Young individuals","Young observed","NY",2022-10-24,2023,116,"calendar",297,2022,11,NA,NA,"18144_Young individuals_2022"
6091,34.11578,-118.757507,404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2022,1,14,14,2459594,8,"33832_Young individuals","Young observed","CA",2022-01-14,2022,198,"calendar",14,2022,11,NA,NA,"33832_Young individuals_2022"
8496,46.328629,-96.061256,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2022,4,10,100,2459680,11,"34923_Fruit/seed consumption","Feeding","MN",2022-04-10,2022,284,"calendar",100,2022,13,NA,NA,"34923_Fruit/seed consumption_2022"
8496,46.328629,-96.061256,1146,"Tamiasciurus","hudsonicus","red squirrel","Animalia",34926,310,"Fruit/seed consumption",2022,3,27,86,2459666,NA,"34926_Fruit/seed consumption","Feeding","MN",2022-03-27,2022,270,"calendar",86,2022,11,NA,NA,"34926_Fruit/seed consumption_2022"
10145,42.602543,-83.250992,410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2022,7,10,191,2459771,1,"38884_Young individuals","Young observed","MI",2022-07-10,2023,10,"calendar",191,2022,11,NA,NA,"38884_Young individuals_2022"
10145,42.602543,-83.250992,1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2022,8,26,238,2459818,1,"38896_Nut gathering","Feeding","MI",2022-08-26,2023,57,"calendar",238,2022,9,NA,NA,"38896_Nut gathering_2022"
10145,42.602543,-83.250992,270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2022,6,4,155,2459735,1,"38973_Young individuals","Young observed","MI",2022-06-04,2022,339,"calendar",155,2022,10,NA,NA,"38973_Young individuals_2022"
10145,42.602543,-83.250992,266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2022,6,2,153,2459733,1,"38980_Young individuals","Young observed","MI",2022-06-02,2022,337,"calendar",153,2022,12,NA,NA,"38980_Young individuals_2022"
10717,38.285664,-111.246605,264,"Odocoileus","hemionus","mule deer","Animalia",42595,344,"Young individuals",2022,1,22,22,2459602,16,"42595_Young individuals","Young observed","UT",2022-01-22,2022,206,"calendar",22,2022,9,NA,NA,"42595_Young individuals_2022"
101,37.169998,-98.029999,1145,"Sciurus","niger","fox squirrel","Animalia",82543,310,"Fruit/seed consumption",2022,3,25,84,2459664,NA,"82543_Fruit/seed consumption","Feeding","KS",2022-03-25,2022,268,"calendar",84,2022,11,NA,NA,"82543_Fruit/seed consumption_2022"
101,37.169998,-98.029999,1145,"Sciurus","niger","fox squirrel","Animalia",82543,344,"Young individuals",2022,5,9,129,2459709,9,"82543_Young individuals","Young observed","KS",2022-05-09,2022,313,"calendar",129,2022,11,NA,NA,"82543_Young individuals_2022"
2803,39.971001,-105.397003,1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2023,1,16,16,2459961,5,"16050_Young individuals","Young observed","CO",2023-01-16,2023,200,"calendar",16,2023,14,NA,NA,"16050_Young individuals_2023"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2023,10,11,284,2460229,4,"16051_Males vocalizing","Mating activity","CO",2023-10-11,2024,103,"summer",103,2024,14,NA,NA,"16051_Males vocalizing_2024"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2023,10,17,290,2460235,3,"16051_Male combat (horn/antler)","Mating activity","CO",2023-10-17,2024,109,"summer",109,2024,13,NA,NA,"16051_Male combat (horn/antler)_2024"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2023,1,16,16,2459961,5,"16051_Young individuals","Young observed","CO",2023-01-16,2023,200,"calendar",16,2023,14,NA,NA,"16051_Young individuals_2023"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2023,3,17,76,2460021,6,"16052_Fruit/seed consumption","Feeding","CO",2023-03-17,2023,260,"calendar",76,2023,15,NA,NA,"16052_Fruit/seed consumption_2023"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2023,4,10,100,2460045,10,"16052_Nut gathering","Feeding","CO",2023-04-10,2023,284,"calendar",100,2023,15,NA,NA,"16052_Nut gathering_2023"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2023,4,13,103,2460048,3,"16052_Young individuals","Young observed","CO",2023-04-13,2023,287,"calendar",103,2023,14,NA,NA,"16052_Young individuals_2023"
2803,39.971001,-105.397003,264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2023,6,9,160,2460105,7,"16053_Young individuals","Young observed","CO",2023-06-09,2023,344,"calendar",160,2023,12,NA,NA,"16053_Young individuals_2023"
8418,32.363758,-94.873947,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2023,2,9,40,2459985,4,"25350_Fruit/seed consumption","Feeding","TX",2023-02-09,2023,224,"calendar",40,2023,12,NA,NA,"25350_Fruit/seed consumption_2023"
8418,32.363758,-94.873947,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2023,11,30,334,2460279,4,"25350_Nut gathering","Feeding","TX",2023-11-30,2024,153,"calendar",334,2023,11,NA,NA,"25350_Nut gathering_2023"
6091,34.11578,-118.757507,404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2023,6,29,180,2460125,7,"33832_Young individuals","Young observed","CA",2023-06-29,2023,364,"calendar",180,2023,11,NA,NA,"33832_Young individuals_2023"
8496,46.328629,-96.061256,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2023,4,9,99,2460044,NA,"34923_Fruit/seed consumption","Feeding","MN",2023-04-09,2023,283,"calendar",99,2023,13,NA,NA,"34923_Fruit/seed consumption_2023"
8496,46.328629,-96.061256,1146,"Tamiasciurus","hudsonicus","red squirrel","Animalia",34926,310,"Fruit/seed consumption",2023,4,18,108,2460053,9,"34926_Fruit/seed consumption","Feeding","MN",2023-04-18,2023,292,"calendar",108,2023,11,NA,NA,"34926_Fruit/seed consumption_2023"
10145,42.602543,-83.250992,410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2023,5,3,123,2460068,1,"38884_Young individuals","Young observed","MI",2023-05-03,2023,307,"calendar",123,2023,11,NA,NA,"38884_Young individuals_2023"
10145,42.602543,-83.250992,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2023,10,7,280,2460225,1,"38885_Nut gathering","Feeding","MI",2023-10-07,2024,99,"calendar",280,2023,9,NA,NA,"38885_Nut gathering_2023"
10145,42.602543,-83.250992,1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2023,10,7,280,2460225,1,"38896_Nut gathering","Feeding","MI",2023-10-07,2024,99,"calendar",280,2023,9,NA,NA,"38896_Nut gathering_2023"
10717,38.285664,-111.246605,263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,344,"Young individuals",2023,8,1,213,2460158,114,"42594_Young individuals","Young observed","UT",2023-08-01,2024,32,"calendar",213,2023,9,NA,NA,"42594_Young individuals_2023"
10717,38.285664,-111.246605,264,"Odocoileus","hemionus","mule deer","Animalia",42595,344,"Young individuals",2023,2,25,56,2460001,NA,"42595_Young individuals","Young observed","UT",2023-02-25,2023,240,"calendar",56,2023,9,NA,NA,"42595_Young individuals_2023"
101,37.169998,-98.029999,1145,"Sciurus","niger","fox squirrel","Animalia",82543,310,"Fruit/seed consumption",2023,4,15,105,2460050,4,"82543_Fruit/seed consumption","Feeding","KS",2023-04-15,2023,289,"calendar",105,2023,11,NA,NA,"82543_Fruit/seed consumption_2023"
101,37.169998,-98.029999,1145,"Sciurus","niger","fox squirrel","Animalia",82543,344,"Young individuals",2023,3,21,80,2460025,15,"82543_Young individuals","Young observed","KS",2023-03-21,2023,264,"calendar",80,2023,11,NA,NA,"82543_Young individuals_2023"
1419,42.011166,-88.503304,271,"Tamias","striatus","eastern chipmunk","Animalia",10285,310,"Fruit/seed consumption",2024,7,1,183,2460493,37,"10285_Fruit/seed consumption","Feeding","IL",2024-07-01,2025,1,"calendar",183,2024,11,NA,NA,"10285_Fruit/seed consumption_2024"
2803,39.971001,-105.397003,1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2024,6,12,164,2460474,7,"16050_Young individuals","Young observed","CO",2024-06-12,2024,348,"calendar",164,2024,14,NA,NA,"16050_Young individuals_2024"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2024,10,12,286,2460596,1,"16051_Males vocalizing","Mating activity","CO",2024-10-12,2025,104,"summer",104,2025,14,NA,NA,"16051_Males vocalizing_2025"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2024,10,12,286,2460596,1,"16051_Male combat (horn/antler)","Mating activity","CO",2024-10-12,2025,104,"summer",104,2025,13,NA,NA,"16051_Male combat (horn/antler)_2025"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2024,2,1,32,2460342,NA,"16051_Young individuals","Young observed","CO",2024-02-01,2024,216,"calendar",32,2024,14,NA,NA,"16051_Young individuals_2024"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2024,4,9,100,2460410,32,"16052_Fruit/seed consumption","Feeding","CO",2024-04-09,2024,284,"calendar",100,2024,15,NA,NA,"16052_Fruit/seed consumption_2024"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2024,4,9,100,2460410,32,"16052_Nut gathering","Feeding","CO",2024-04-09,2024,284,"calendar",100,2024,15,NA,NA,"16052_Nut gathering_2024"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2024,4,15,106,2460416,6,"16052_Young individuals","Young observed","CO",2024-04-15,2024,290,"calendar",106,2024,14,NA,NA,"16052_Young individuals_2024"
2803,39.971001,-105.397003,264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2024,12,30,365,2460675,7,"16053_Young individuals","Young observed","CO",2024-12-30,2025,183,"calendar",365,2024,12,NA,NA,"16053_Young individuals_2024"
8418,32.363758,-94.873947,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2024,12,14,349,2460659,6,"25350_Fruit/seed consumption","Feeding","TX",2024-12-14,2025,167,"calendar",349,2024,12,NA,NA,"25350_Fruit/seed consumption_2024"
8418,32.363758,-94.873947,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2024,8,22,235,2460545,4,"25350_Nut gathering","Feeding","TX",2024-08-22,2025,53,"calendar",235,2024,11,NA,NA,"25350_Nut gathering_2024"
8496,46.328629,-96.061256,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2024,2,25,56,2460366,NA,"34923_Fruit/seed consumption","Feeding","MN",2024-02-25,2024,240,"calendar",56,2024,13,NA,NA,"34923_Fruit/seed consumption_2024"
8496,46.328629,-96.061256,1146,"Tamiasciurus","hudsonicus","red squirrel","Animalia",34926,310,"Fruit/seed consumption",2024,2,25,56,2460366,NA,"34926_Fruit/seed consumption","Feeding","MN",2024-02-25,2024,240,"calendar",56,2024,11,NA,NA,"34926_Fruit/seed consumption_2024"
10145,42.602543,-83.250992,410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2024,4,17,108,2460418,1,"38884_Young individuals","Young observed","MI",2024-04-17,2024,292,"calendar",108,2024,11,NA,NA,"38884_Young individuals_2024"
10145,42.602543,-83.250992,270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2024,7,29,211,2460521,1,"38973_Young individuals","Young observed","MI",2024-07-29,2025,29,"calendar",211,2024,10,NA,NA,"38973_Young individuals_2024"
10145,42.602543,-83.250992,266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2024,6,12,164,2460474,1,"38980_Young individuals","Young observed","MI",2024-06-12,2024,348,"calendar",164,2024,12,NA,NA,"38980_Young individuals_2024"
10717,38.285664,-111.246605,264,"Odocoileus","hemionus","mule deer","Animalia",42595,344,"Young individuals",2024,10,11,285,2460595,5,"42595_Young individuals","Young observed","UT",2024-10-11,2025,103,"calendar",285,2024,9,NA,NA,"42595_Young individuals_2024"
101,37.169998,-98.029999,1145,"Sciurus","niger","fox squirrel","Animalia",82543,310,"Fruit/seed consumption",2024,3,4,64,2460374,NA,"82543_Fruit/seed consumption","Feeding","KS",2024-03-04,2024,248,"calendar",64,2024,11,NA,NA,"82543_Fruit/seed consumption_2024"
101,37.169998,-98.029999,1145,"Sciurus","niger","fox squirrel","Animalia",82543,344,"Young individuals",2024,4,5,96,2460406,4,"82543_Young individuals","Young observed","KS",2024-04-05,2024,280,"calendar",96,2024,11,NA,NA,"82543_Young individuals_2024"
1419,42.011166,-88.503304,271,"Tamias","striatus","eastern chipmunk","Animalia",10285,310,"Fruit/seed consumption",2025,5,15,135,2460811,15,"10285_Fruit/seed consumption","Feeding","IL",2025-05-15,2025,319,"calendar",135,2025,11,NA,NA,"10285_Fruit/seed consumption_2025"
2803,39.971001,-105.397003,1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2025,6,27,178,2460854,4,"16050_Young individuals","Young observed","CO",2025-06-27,2025,362,"calendar",178,2025,14,NA,NA,"16050_Young individuals_2025"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2025,10,1,274,2460950,11,"16051_Males vocalizing","Mating activity","CO",2025-10-01,2026,93,"summer",93,2026,14,NA,NA,"16051_Males vocalizing_2026"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2025,10,1,274,2460950,11,"16051_Male combat (horn/antler)","Mating activity","CO",2025-10-01,2026,93,"summer",93,2026,13,NA,NA,"16051_Male combat (horn/antler)_2026"
2803,39.971001,-105.397003,409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2025,1,5,5,2460681,NA,"16051_Young individuals","Young observed","CO",2025-01-05,2025,189,"calendar",5,2025,14,NA,NA,"16051_Young individuals_2025"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2025,3,20,79,2460755,3,"16052_Fruit/seed consumption","Feeding","CO",2025-03-20,2025,263,"calendar",79,2025,15,NA,NA,"16052_Fruit/seed consumption_2025"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2025,3,20,79,2460755,3,"16052_Nut gathering","Feeding","CO",2025-03-20,2025,263,"calendar",79,2025,15,NA,NA,"16052_Nut gathering_2025"
2803,39.971001,-105.397003,405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2025,5,6,126,2460802,11,"16052_Young individuals","Young observed","CO",2025-05-06,2025,310,"calendar",126,2025,14,NA,NA,"16052_Young individuals_2025"
2803,39.971001,-105.397003,264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2025,3,20,79,2460755,3,"16053_Young individuals","Young observed","CO",2025-03-20,2025,263,"calendar",79,2025,12,NA,NA,"16053_Young individuals_2025"
8418,32.363758,-94.873947,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2025,1,8,8,2460684,3,"25350_Fruit/seed consumption","Feeding","TX",2025-01-08,2025,192,"calendar",8,2025,12,NA,NA,"25350_Fruit/seed consumption_2025"
8418,32.363758,-94.873947,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2025,1,23,23,2460699,4,"25350_Nut gathering","Feeding","TX",2025-01-23,2025,207,"calendar",23,2025,11,NA,NA,"25350_Nut gathering_2025"
8496,46.328629,-96.061256,1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2025,5,25,145,2460821,NA,"34923_Fruit/seed consumption","Feeding","MN",2025-05-25,2025,329,"calendar",145,2025,13,NA,NA,"34923_Fruit/seed consumption_2025"
10145,42.602543,-83.250992,410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2025,7,9,190,2460866,1,"38884_Young individuals","Young observed","MI",2025-07-09,2026,9,"calendar",190,2025,11,NA,NA,"38884_Young individuals_2025"
10145,42.602543,-83.250992,1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2025,9,12,255,2460931,1,"38896_Nut gathering","Feeding","MI",2025-09-12,2026,74,"calendar",255,2025,9,NA,NA,"38896_Nut gathering_2025"
10145,42.602543,-83.250992,270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2025,5,20,140,2460816,1,"38973_Young individuals","Young observed","MI",2025-05-20,2025,324,"calendar",140,2025,10,NA,NA,"38973_Young individuals_2025"
10145,42.602543,-83.250992,266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2025,7,3,184,2460860,1,"38980_Young individuals","Young observed","MI",2025-07-03,2026,3,"calendar",184,2025,12,NA,NA,"38980_Young individuals_2025"
101,37.169998,-98.029999,1145,"Sciurus","niger","fox squirrel","Animalia",82543,310,"Fruit/seed consumption",2025,2,25,56,2460732,NA,"82543_Fruit/seed consumption","Feeding","KS",2025-02-25,2025,240,"calendar",56,2025,11,NA,NA,"82543_Fruit/seed consumption_2025"
101,37.169998,-98.029999,1145,"Sciurus","niger","fox squirrel","Animalia",82543,344,"Young individuals",2025,2,25,56,2460732,NA,"82543_Young individuals","Young observed","KS",2025-02-25,2025,240,"calendar",56,2025,11,NA,NA,"82543_Young individuals_2025"
