"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","ind_phen","phenophase","summer_year","first_yes_date","dosy","dop","year","series_yrs","seasonally_inactive","active_jan1","ind_phen_year"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2011,3,9,68,2455630,2,2011,3,31,90,2455652,2,"10285_Live individuals","Adults observed",2011,2011-03-09,252,68,2011,15,"torpor",0,"10285_Live individuals_2011"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2011,9,1,244,2455806,NA,2011,9,8,251,2455813,3,"16052_Live individuals","Adults observed",2012,2011-09-01,63,244,2011,15,"torpor",0,"16052_Live individuals_2011"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2012,3,6,66,2455993,3,2012,3,6,66,2455993,1,"10285_Live individuals","Adults observed",2012,2012-03-06,250,66,2012,15,"torpor",0,"10285_Live individuals_2012"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2012,3,25,85,2456012,2,2012,8,12,225,2456152,7,"16052_Live individuals","Adults observed",2012,2012-03-25,269,85,2012,15,"torpor",0,"16052_Live individuals_2012"
6581,42.545959,-71.354904,58,"MA",271,"Tamias","striatus","eastern chipmunk","Animalia",20141,292,"Live individuals",2012,5,3,124,2456051,NA,2012,9,23,267,2456194,NA,"20141_Live individuals","Adults observed",2012,2012-05-03,308,124,2012,9,"torpor",0,"20141_Live individuals_2012"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2013,3,23,82,2456375,7,2013,3,28,87,2456380,2,"10285_Live individuals","Adults observed",2013,2013-03-23,266,82,2013,15,"torpor",0,"10285_Live individuals_2013"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2013,4,6,96,2456389,2,2013,4,12,102,2456395,2,"16052_Live individuals","Adults observed",2013,2013-04-06,280,96,2013,15,"torpor",0,"16052_Live individuals_2013"
6581,42.545959,-71.354904,58,"MA",271,"Tamias","striatus","eastern chipmunk","Animalia",20141,292,"Live individuals",2013,3,13,72,2456365,NA,2013,10,29,302,2456595,NA,"20141_Live individuals","Adults observed",2013,2013-03-13,256,72,2013,9,"torpor",0,"20141_Live individuals_2013"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2013,5,2,122,2456415,1,2013,5,3,123,2456416,1,"38883_Live individuals","Adults observed",2013,2013-05-02,306,122,2013,13,"torpor",0,"38883_Live individuals_2013"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2013,4,8,98,2456391,NA,2013,4,8,98,2456391,1,"38980_Live individuals","Adults observed",2013,2013-04-08,282,98,2013,13,"hibernate",0,"38980_Live individuals_2013"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,292,"Live individuals",2013,4,28,118,2456411,NA,2013,5,5,125,2456418,9,"42594_Live individuals","Adults observed",2013,2013-04-28,302,118,2013,11,"hibernate",0,"42594_Live individuals_2013"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2014,3,15,74,2456732,17,2014,3,22,81,2456739,11,"10285_Live individuals","Adults observed",2014,2014-03-15,258,74,2014,15,"torpor",0,"10285_Live individuals_2014"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2014,4,12,102,2456760,2,2014,5,9,129,2456787,3,"16052_Live individuals","Adults observed",2014,2014-04-12,286,102,2014,15,"torpor",0,"16052_Live individuals_2014"
6581,42.545959,-71.354904,58,"MA",271,"Tamias","striatus","eastern chipmunk","Animalia",20141,292,"Live individuals",2014,5,5,125,2456783,NA,2014,10,12,285,2456943,NA,"20141_Live individuals","Adults observed",2014,2014-05-05,309,125,2014,9,"torpor",0,"20141_Live individuals_2014"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2014,3,19,78,2456736,NA,2014,3,19,78,2456736,1,"38883_Live individuals","Adults observed",2014,2014-03-19,262,78,2014,13,"torpor",0,"38883_Live individuals_2014"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2014,4,11,101,2456759,NA,2014,4,11,101,2456759,2,"38980_Live individuals","Adults observed",2014,2014-04-11,285,101,2014,13,"hibernate",0,"38980_Live individuals_2014"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,292,"Live individuals",2014,3,8,67,2456725,6,2014,3,8,67,2456725,2,"42594_Live individuals","Adults observed",2014,2014-03-08,251,67,2014,11,"hibernate",0,"42594_Live individuals_2014"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2015,3,15,74,2457097,8,2015,3,16,75,2457098,6,"10285_Live individuals","Adults observed",2015,2015-03-15,258,74,2015,15,"torpor",0,"10285_Live individuals_2015"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2015,3,14,73,2457096,6,2015,3,22,81,2457104,11,"16052_Live individuals","Adults observed",2015,2015-03-14,257,73,2015,15,"torpor",0,"16052_Live individuals_2015"
6581,42.545959,-71.354904,58,"MA",271,"Tamias","striatus","eastern chipmunk","Animalia",20141,292,"Live individuals",2015,3,17,76,2457099,NA,2015,6,25,176,2457199,NA,"20141_Live individuals","Adults observed",2015,2015-03-17,260,76,2015,9,"torpor",0,"20141_Live individuals_2015"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2015,4,14,104,2457127,NA,2015,4,14,104,2457127,1,"38883_Live individuals","Adults observed",2015,2015-04-14,288,104,2015,13,"torpor",0,"38883_Live individuals_2015"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2015,5,2,122,2457145,NA,2015,5,2,122,2457145,1,"38980_Live individuals","Adults observed",2015,2015-05-02,306,122,2015,13,"hibernate",0,"38980_Live individuals_2015"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,292,"Live individuals",2015,3,22,81,2457104,23,2015,4,13,103,2457126,1,"42594_Live individuals","Adults observed",2015,2015-03-22,265,81,2015,11,"hibernate",0,"42594_Live individuals_2015"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2016,4,16,107,2457495,1,2016,5,28,149,2457537,7,"10285_Live individuals","Adults observed",2016,2016-04-16,291,107,2016,15,"torpor",0,"10285_Live individuals_2016"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2016,4,7,98,2457486,4,2016,4,10,101,2457489,14,"16052_Live individuals","Adults observed",2016,2016-04-07,282,98,2016,15,"torpor",0,"16052_Live individuals_2016"
6581,42.545959,-71.354904,58,"MA",271,"Tamias","striatus","eastern chipmunk","Animalia",20141,292,"Live individuals",2016,2,4,35,2457423,NA,2016,4,28,119,2457507,NA,"20141_Live individuals","Adults observed",2016,2016-02-04,219,35,2016,9,"torpor",0,"20141_Live individuals_2016"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2016,5,5,126,2457514,NA,2016,5,5,126,2457514,2,"38883_Live individuals","Adults observed",2016,2016-05-05,310,126,2016,13,"torpor",0,"38883_Live individuals_2016"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2016,4,4,95,2457483,NA,2016,4,4,95,2457483,1,"38980_Live individuals","Adults observed",2016,2016-04-04,279,95,2016,13,"hibernate",0,"38980_Live individuals_2016"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,292,"Live individuals",2016,4,3,94,2457482,3,2016,4,4,95,2457483,6,"42594_Live individuals","Adults observed",2016,2016-04-03,278,94,2016,11,"hibernate",0,"42594_Live individuals_2016"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2017,3,10,69,2457823,5,2017,10,7,280,2458034,NA,"10285_Live individuals","Adults observed",2017,2017-03-10,253,69,2017,15,"torpor",0,"10285_Live individuals_2017"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2017,3,17,76,2457830,4,2017,3,19,78,2457832,5,"16052_Live individuals","Adults observed",2017,2017-03-17,260,76,2017,15,"torpor",0,"16052_Live individuals_2017"
6581,42.545959,-71.354904,58,"MA",271,"Tamias","striatus","eastern chipmunk","Animalia",20141,292,"Live individuals",2017,2,24,55,2457809,NA,2017,2,27,58,2457812,NA,"20141_Live individuals","Adults observed",2017,2017-02-24,239,55,2017,9,"torpor",0,"20141_Live individuals_2017"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2017,1,19,19,2457773,NA,2017,1,19,19,2457773,1,"38883_Live individuals","Adults observed",2017,2017-01-19,203,19,2017,13,"torpor",0,"38883_Live individuals_2017"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2017,3,27,86,2457840,NA,2017,3,27,86,2457840,1,"38980_Live individuals","Adults observed",2017,2017-03-27,270,86,2017,13,"hibernate",0,"38980_Live individuals_2017"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,292,"Live individuals",2017,5,26,146,2457900,31,2017,7,2,183,2457937,20,"42594_Live individuals","Adults observed",2017,2017-05-26,330,146,2017,11,"hibernate",0,"42594_Live individuals_2017"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2018,3,2,61,2458180,NA,2018,3,2,61,2458180,1,"10285_Live individuals","Adults observed",2018,2018-03-02,245,61,2018,15,"torpor",0,"10285_Live individuals_2018"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2018,4,27,117,2458236,4,2018,4,30,120,2458239,4,"16052_Live individuals","Adults observed",2018,2018-04-27,301,117,2018,15,"torpor",0,"16052_Live individuals_2018"
6581,42.545959,-71.354904,58,"MA",271,"Tamias","striatus","eastern chipmunk","Animalia",20141,292,"Live individuals",2018,2,20,51,2458170,NA,2018,2,20,51,2458170,NA,"20141_Live individuals","Adults observed",2018,2018-02-20,235,51,2018,9,"torpor",0,"20141_Live individuals_2018"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2018,5,15,135,2458254,1,2018,5,15,135,2458254,1,"38883_Live individuals","Adults observed",2018,2018-05-15,319,135,2018,13,"torpor",0,"38883_Live individuals_2018"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2018,4,20,110,2458229,NA,2018,4,21,111,2458230,1,"38980_Live individuals","Adults observed",2018,2018-04-20,294,110,2018,13,"hibernate",0,"38980_Live individuals_2018"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2019,3,28,87,2458571,68,2019,3,28,87,2458571,10,"10285_Live individuals","Adults observed",2019,2019-03-28,271,87,2019,15,"torpor",0,"10285_Live individuals_2019"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2019,4,27,117,2458601,5,2019,5,6,126,2458610,5,"16052_Live individuals","Adults observed",2019,2019-04-27,301,117,2019,15,"torpor",0,"16052_Live individuals_2019"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2019,3,27,86,2458570,NA,2019,3,30,89,2458573,1,"38883_Live individuals","Adults observed",2019,2019-03-27,270,86,2019,13,"torpor",0,"38883_Live individuals_2019"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2019,4,8,98,2458582,1,2019,4,8,98,2458582,1,"38980_Live individuals","Adults observed",2019,2019-04-08,282,98,2019,13,"hibernate",0,"38980_Live individuals_2019"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,292,"Live individuals",2019,6,26,177,2458661,7,2019,6,28,179,2458663,13,"42594_Live individuals","Adults observed",2019,2019-06-26,361,177,2019,11,"hibernate",0,"42594_Live individuals_2019"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2020,5,29,150,2458999,4,2020,5,29,150,2458999,3,"10285_Live individuals","Adults observed",2020,2020-05-29,334,150,2020,15,"torpor",0,"10285_Live individuals_2020"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2020,3,18,78,2458927,4,2020,5,8,129,2458978,4,"16052_Live individuals","Adults observed",2020,2020-03-18,262,78,2020,15,"torpor",0,"16052_Live individuals_2020"
6581,42.545959,-71.354904,58,"MA",271,"Tamias","striatus","eastern chipmunk","Animalia",20141,292,"Live individuals",2020,3,12,72,2458921,NA,2020,5,15,136,2458985,NA,"20141_Live individuals","Adults observed",2020,2020-03-12,256,72,2020,9,"torpor",0,"20141_Live individuals_2020"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2020,4,20,111,2458960,1,2020,4,20,111,2458960,1,"38883_Live individuals","Adults observed",2020,2020-04-20,295,111,2020,13,"torpor",0,"38883_Live individuals_2020"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2020,3,25,85,2458934,NA,2020,3,25,85,2458934,1,"38980_Live individuals","Adults observed",2020,2020-03-25,269,85,2020,13,"hibernate",0,"38980_Live individuals_2020"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,292,"Live individuals",2020,4,15,106,2458955,4,2020,4,15,106,2458955,1,"42594_Live individuals","Adults observed",2020,2020-04-15,290,106,2020,11,"hibernate",0,"42594_Live individuals_2020"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2021,7,3,184,2459399,3,2021,7,3,184,2459399,NA,"10285_Live individuals","Adults observed",2022,2021-07-03,3,184,2021,15,"torpor",0,"10285_Live individuals_2021"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2021,4,6,96,2459311,8,2021,4,10,100,2459315,7,"16052_Live individuals","Adults observed",2021,2021-04-06,280,96,2021,15,"torpor",0,"16052_Live individuals_2021"
6581,42.545959,-71.354904,58,"MA",271,"Tamias","striatus","eastern chipmunk","Animalia",20141,292,"Live individuals",2021,5,22,142,2459357,NA,2021,5,22,142,2459357,NA,"20141_Live individuals","Adults observed",2021,2021-05-22,326,142,2021,9,"torpor",0,"20141_Live individuals_2021"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2021,5,17,137,2459352,4,2021,5,17,137,2459352,1,"38883_Live individuals","Adults observed",2021,2021-05-17,321,137,2021,13,"torpor",0,"38883_Live individuals_2021"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2021,4,11,101,2459316,NA,2021,4,12,102,2459317,1,"38980_Live individuals","Adults observed",2021,2021-04-11,285,101,2021,13,"hibernate",0,"38980_Live individuals_2021"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,292,"Live individuals",2021,3,14,73,2459288,4,2021,3,16,75,2459290,8,"42594_Live individuals","Adults observed",2021,2021-03-14,257,73,2021,11,"hibernate",0,"42594_Live individuals_2021"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2022,5,27,147,2459727,4,2022,6,7,158,2459738,5,"10285_Live individuals","Adults observed",2022,2022-05-27,331,147,2022,15,"torpor",0,"10285_Live individuals_2022"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2022,4,20,110,2459690,36,2022,10,18,291,2459871,3,"16052_Live individuals","Adults observed",2022,2022-04-20,294,110,2022,15,"torpor",0,"16052_Live individuals_2022"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2022,3,22,81,2459661,NA,2022,3,22,81,2459661,1,"38883_Live individuals","Adults observed",2022,2022-03-22,265,81,2022,13,"torpor",0,"38883_Live individuals_2022"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2022,3,24,83,2459663,NA,2022,3,24,83,2459663,1,"38980_Live individuals","Adults observed",2022,2022-03-24,267,83,2022,13,"hibernate",0,"38980_Live individuals_2022"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2023,3,19,78,2460023,8,2023,3,19,78,2460023,7,"10285_Live individuals","Adults observed",2023,2023-03-19,262,78,2023,15,"torpor",0,"10285_Live individuals_2023"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2023,3,17,76,2460021,6,2023,11,4,308,2460253,5,"16052_Live individuals","Adults observed",2023,2023-03-17,260,76,2023,15,"torpor",0,"16052_Live individuals_2023"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2023,4,9,99,2460044,NA,2023,4,9,99,2460044,1,"38883_Live individuals","Adults observed",2023,2023-04-09,283,99,2023,13,"torpor",0,"38883_Live individuals_2023"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2023,4,16,106,2460051,NA,2023,4,17,107,2460052,1,"38980_Live individuals","Adults observed",2023,2023-04-16,290,106,2023,13,"hibernate",0,"38980_Live individuals_2023"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,292,"Live individuals",2023,4,9,99,2460044,13,2023,4,9,99,2460044,7,"42594_Live individuals","Adults observed",2023,2023-04-09,283,99,2023,11,"hibernate",0,"42594_Live individuals_2023"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2024,4,22,113,2460423,10,2024,4,22,113,2460423,7,"10285_Live individuals","Adults observed",2024,2024-04-22,297,113,2024,15,"torpor",0,"10285_Live individuals_2024"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2024,4,9,100,2460410,32,2024,4,15,106,2460416,14,"16052_Live individuals","Adults observed",2024,2024-04-09,284,100,2024,15,"torpor",0,"16052_Live individuals_2024"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2024,3,7,67,2460377,NA,2024,3,11,71,2460381,1,"38883_Live individuals","Adults observed",2024,2024-03-07,251,67,2024,13,"torpor",0,"38883_Live individuals_2024"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2024,5,19,140,2460450,1,2024,5,19,140,2460450,1,"38980_Live individuals","Adults observed",2024,2024-05-19,324,140,2024,13,"hibernate",0,"38980_Live individuals_2024"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,292,"Live individuals",2024,4,11,102,2460412,4,2024,4,20,111,2460421,8,"42594_Live individuals","Adults observed",2024,2024-04-11,286,102,2024,11,"hibernate",0,"42594_Live individuals_2024"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,292,"Live individuals",2025,4,30,120,2460796,23,2025,9,22,265,2460941,33,"10285_Live individuals","Adults observed",2025,2025-04-30,304,120,2025,15,"torpor",0,"10285_Live individuals_2025"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,292,"Live individuals",2025,3,20,79,2460755,3,2025,10,8,281,2460957,NA,"16052_Live individuals","Adults observed",2025,2025-03-20,263,79,2025,15,"torpor",0,"16052_Live individuals_2025"
10145,42.602543,-83.250992,277,"MI",271,"Tamias","striatus","eastern chipmunk","Animalia",38883,292,"Live individuals",2025,6,2,153,2460829,9,2025,6,2,153,2460829,1,"38883_Live individuals","Adults observed",2025,2025-06-02,337,153,2025,13,"torpor",0,"38883_Live individuals_2025"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,292,"Live individuals",2025,5,15,135,2460811,1,2025,5,15,135,2460811,1,"38980_Live individuals","Adults observed",2025,2025-05-15,319,135,2025,13,"hibernate",0,"38980_Live individuals_2025"
10717,38.285664,-111.246605,1790,"UT",263,"Marmota","flaviventris","yellow-bellied marmot","Animalia",42594,292,"Live individuals",2025,3,23,82,2460758,2,2025,3,23,82,2460758,7,"42594_Live individuals","Adults observed",2025,2025-03-23,266,82,2025,11,"hibernate",0,"42594_Live individuals_2025"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,310,"Fruit/seed consumption",2011,3,23,82,2455644,8,2011,3,23,82,2455644,8,"10285_Fruit/seed consumption","Feeding",2011,2011-03-23,266,82,2011,11,NA,NA,"10285_Fruit/seed consumption_2011"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2011,11,2,306,2455868,3,2011,11,2,306,2455868,1,"16051_Males vocalizing","Mating activity",2012,2011-11-02,125,125,2012,14,NA,NA,"16051_Males vocalizing_2012"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2011,11,2,306,2455868,3,2011,11,3,307,2455869,7,"16051_Young individuals","Young observed",2012,2011-11-02,125,306,2011,14,NA,NA,"16051_Young individuals_2011"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2011,9,1,244,2455806,NA,2011,9,8,251,2455813,3,"16052_Fruit/seed consumption","Feeding",2012,2011-09-01,63,244,2011,15,NA,NA,"16052_Fruit/seed consumption_2011"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2011,9,22,265,2455827,4,2011,9,22,265,2455827,3,"16052_Nut gathering","Feeding",2012,2011-09-22,84,265,2011,15,NA,NA,"16052_Nut gathering_2011"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2011,10,9,282,2455844,3,2011,10,9,282,2455844,4,"16053_Young individuals","Young observed",2012,2011-10-09,101,282,2011,12,NA,NA,"16053_Young individuals_2011"
6362,43.012966,-73.649918,108,"NY",270,"Odocoileus","virginianus","white-tailed deer","Animalia",18144,344,"Young individuals",2011,6,21,172,2455734,6,2011,6,28,179,2455741,16,"18144_Young individuals","Young observed",2011,2011-06-21,356,172,2011,11,NA,NA,"18144_Young individuals_2011"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,310,"Fruit/seed consumption",2012,4,1,92,2456019,5,2012,4,7,98,2456025,4,"10285_Fruit/seed consumption","Feeding",2012,2012-04-01,276,92,2012,11,NA,NA,"10285_Fruit/seed consumption_2012"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2012,6,1,153,2456080,5,2012,6,1,153,2456080,2,"16050_Young individuals","Young observed",2012,2012-06-01,337,153,2012,14,NA,NA,"16050_Young individuals_2012"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2012,11,25,330,2456257,4,2012,11,25,330,2456257,4,"16051_Male combat (horn/antler)","Mating activity",2013,2012-11-25,148,148,2013,13,NA,NA,"16051_Male combat (horn/antler)_2013"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2012,3,29,89,2456016,4,2012,8,12,225,2456152,7,"16052_Fruit/seed consumption","Feeding",2012,2012-03-29,273,89,2012,15,NA,NA,"16052_Fruit/seed consumption_2012"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2012,4,22,113,2456040,3,2012,4,22,113,2456040,4,"16052_Nut gathering","Feeding",2012,2012-04-22,297,113,2012,15,NA,NA,"16052_Nut gathering_2012"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2012,6,1,153,2456080,5,2012,6,1,153,2456080,2,"16052_Young individuals","Young observed",2012,2012-06-01,337,153,2012,14,NA,NA,"16052_Young individuals_2012"
6362,43.012966,-73.649918,108,"NY",270,"Odocoileus","virginianus","white-tailed deer","Animalia",18144,344,"Young individuals",2012,8,16,229,2456156,2,2012,8,16,229,2456156,4,"18144_Young individuals","Young observed",2013,2012-08-16,47,229,2012,11,NA,NA,"18144_Young individuals_2012"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2012,4,29,120,2456047,1,2012,4,29,120,2456047,13,"25350_Fruit/seed consumption","Feeding",2012,2012-04-29,304,120,2012,12,NA,NA,"25350_Fruit/seed consumption_2012"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2012,4,14,105,2456032,NA,2012,4,14,105,2456032,8,"25350_Nut gathering","Feeding",2012,2012-04-14,289,105,2012,11,NA,NA,"25350_Nut gathering_2012"
1419,42.011166,-88.503304,280,"IL",271,"Tamias","striatus","eastern chipmunk","Animalia",10285,310,"Fruit/seed consumption",2013,3,26,85,2456378,2,2013,3,28,87,2456380,2,"10285_Fruit/seed consumption","Feeding",2013,2013-03-26,269,85,2013,11,NA,NA,"10285_Fruit/seed consumption_2013"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2013,6,6,157,2456450,4,2013,6,6,157,2456450,3,"16050_Young individuals","Young observed",2013,2013-06-06,341,157,2013,14,NA,NA,"16050_Young individuals_2013"
