"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","ind_phen","phenophase","summer_year","first_yes_date","dosy","dop","year","series_yrs","seasonally_inactive","active_jan1","ind_phen_year"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2025,3,20,79,2460755,3,2025,3,20,79,2460755,2,"16053_Young individuals","Young observed",2025,2025-03-20,263,79,2025,12,NA,NA,"16053_Young individuals_2025"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2025,1,8,8,2460684,3,2025,1,8,8,2460684,4,"25350_Fruit/seed consumption","Feeding",2025,2025-01-08,192,8,2025,12,NA,NA,"25350_Fruit/seed consumption_2025"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2025,1,23,23,2460699,4,2025,1,23,23,2460699,3,"25350_Nut gathering","Feeding",2025,2025-01-23,207,23,2025,11,NA,NA,"25350_Nut gathering_2025"
8496,46.328629,-96.061256,393,"MN",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",34923,310,"Fruit/seed consumption",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"34923_Fruit/seed consumption","Feeding",2025,2025-05-25,329,145,2025,13,NA,NA,"34923_Fruit/seed consumption_2025"
10145,42.602543,-83.250992,277,"MI",410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2025,7,9,190,2460866,1,2025,7,9,190,2460866,1,"38884_Young individuals","Young observed",2026,2025-07-09,9,190,2025,11,NA,NA,"38884_Young individuals_2025"
10145,42.602543,-83.250992,277,"MI",1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2025,9,12,255,2460931,1,2025,9,12,255,2460931,7,"38896_Nut gathering","Feeding",2026,2025-09-12,74,255,2025,9,NA,NA,"38896_Nut gathering_2025"
10145,42.602543,-83.250992,277,"MI",270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2025,5,20,140,2460816,1,2025,5,20,140,2460816,1,"38973_Young individuals","Young observed",2025,2025-05-20,324,140,2025,10,NA,NA,"38973_Young individuals_2025"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2025,7,3,184,2460860,1,2025,7,4,185,2460861,1,"38980_Young individuals","Young observed",2026,2025-07-03,3,184,2025,12,NA,NA,"38980_Young individuals_2025"
101,37.169998,-98.029999,410,"KS",1145,"Sciurus","niger","fox squirrel","Animalia",82543,310,"Fruit/seed consumption",2025,2,25,56,2460732,NA,2025,4,22,112,2460788,NA,"82543_Fruit/seed consumption","Feeding",2025,2025-02-25,240,56,2025,11,NA,NA,"82543_Fruit/seed consumption_2025"
101,37.169998,-98.029999,410,"KS",1145,"Sciurus","niger","fox squirrel","Animalia",82543,344,"Young individuals",2025,2,25,56,2460732,NA,2025,3,12,71,2460747,20,"82543_Young individuals","Young observed",2025,2025-02-25,240,56,2025,11,NA,NA,"82543_Young individuals_2025"
