"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","ind_phen","phenophase","resident","present_jan1","ind_phen_year","series_yrs"
27407,38.037094,-122.394722,-6,"CA",244,"Charadrius","vociferus","killdeer","Animalia",141455,542,"Feeding (or foraging)",2024,4,22,113,2460423,7,2024,4,22,113,2460423,7,"141455_Feeding (or foraging)","Feeding",NA,NA,"141455_Feeding (or foraging)_2024",9
27407,38.037094,-122.394722,-6,"CA",1375,"Anas","platyrhynchos","mallard","Animalia",141456,542,"Feeding (or foraging)",2024,1,15,15,2460325,7,2024,1,29,29,2460339,8,"141456_Feeding (or foraging)","Feeding",NA,NA,"141456_Feeding (or foraging)_2024",9
27407,38.037094,-122.394722,-6,"CA",375,"Zenaida","macroura","mourning dove","Animalia",141460,294,"Singing individuals (birds)",2024,3,18,78,2460388,7,2024,3,18,78,2460388,7,"141460_Singing individuals (birds)","Singing individuals",NA,NA,"141460_Singing individuals (birds)_2024",9
27407,38.037094,-122.394722,-6,"CA",376,"Sayornis","nigricans","black phoebe","Animalia",141461,294,"Singing individuals (birds)",2024,4,29,120,2460430,7,2024,4,29,120,2460430,14,"141461_Singing individuals (birds)","Singing individuals",NA,NA,"141461_Singing individuals (birds)_2024",9
27407,38.037094,-122.394722,-6,"CA",376,"Sayornis","nigricans","black phoebe","Animalia",141461,457,"Insect consumption",2024,1,15,15,2460325,7,2024,1,29,29,2460339,8,"141461_Insect consumption","Feeding",NA,NA,"141461_Insect consumption_2024",9
27407,38.037094,-122.394722,-6,"CA",376,"Sayornis","nigricans","black phoebe","Animalia",141461,542,"Feeding (or foraging)",2024,1,2,2,2460312,NA,2024,1,2,2,2460312,6,"141461_Feeding (or foraging)","Feeding",NA,NA,"141461_Feeding (or foraging)_2024",9
22740,38.525036,-121.970711,43,"CA",1654,"Baeolophus","inornatus","oak titmouse","Animalia",148019,457,"Insect consumption",2024,1,13,13,2460323,NA,2024,5,2,123,2460433,16,"148019_Insect consumption","Feeding",NA,NA,"148019_Insect consumption_2024",9
1419,42.011166,-88.503304,280,"IL",246,"Turdus","migratorius","American robin","Animalia",10282,294,"Singing individuals (birds)",2025,4,30,120,2460796,23,2025,6,24,175,2460851,6,"10282_Singing individuals (birds)","Singing individuals",NA,NA,"10282_Singing individuals (birds)_2025",15
1419,42.011166,-88.503304,280,"IL",246,"Turdus","migratorius","American robin","Animalia",10282,457,"Insect consumption",2025,4,30,120,2460796,23,2025,6,24,175,2460851,6,"10282_Insect consumption","Feeding",NA,NA,"10282_Insect consumption_2025",12
1419,42.011166,-88.503304,280,"IL",246,"Turdus","migratorius","American robin","Animalia",10282,542,"Feeding (or foraging)",2025,4,30,120,2460796,23,2025,6,24,175,2460851,6,"10282_Feeding (or foraging)","Feeding",NA,NA,"10282_Feeding (or foraging)_2025",9
1419,42.011166,-88.503304,280,"IL",245,"Poecile","atricapillus","black-capped chickadee","Animalia",10283,294,"Singing individuals (birds)",2025,4,30,120,2460796,23,2025,4,30,120,2460796,15,"10283_Singing individuals (birds)","Singing individuals",NA,NA,"10283_Singing individuals (birds)_2025",14
1419,42.011166,-88.503304,280,"IL",245,"Poecile","atricapillus","black-capped chickadee","Animalia",10283,310,"Fruit/seed consumption",2025,1,24,24,2460700,8,2025,3,10,69,2460745,18,"10283_Fruit/seed consumption","Feeding",NA,NA,"10283_Fruit/seed consumption_2025",13
5428,48.033489,-122.598724,14,"WA",240,"Spinus","tristis","American goldfinch","Animalia",11347,310,"Fruit/seed consumption",2025,4,16,106,2460782,NA,2025,4,16,106,2460782,NA,"11347_Fruit/seed consumption","Feeding",NA,NA,"11347_Fruit/seed consumption_2025",14
5428,48.033489,-122.598724,14,"WA",240,"Spinus","tristis","American goldfinch","Animalia",11347,542,"Feeding (or foraging)",2025,4,16,106,2460782,NA,2025,4,16,106,2460782,NA,"11347_Feeding (or foraging)","Feeding",NA,NA,"11347_Feeding (or foraging)_2025",9
5674,44.910587,-70.266861,261,"ME",246,"Turdus","migratorius","American robin","Animalia",12709,310,"Fruit/seed consumption",2025,3,30,89,2460765,NA,2025,4,20,110,2460786,7,"12709_Fruit/seed consumption","Feeding",NA,NA,"12709_Fruit/seed consumption_2025",12
5674,44.910587,-70.266861,261,"ME",246,"Turdus","migratorius","American robin","Animalia",12709,542,"Feeding (or foraging)",2025,3,30,89,2460765,NA,2025,4,27,117,2460793,7,"12709_Feeding (or foraging)","Feeding",NA,NA,"12709_Feeding (or foraging)_2025",9
5674,44.910587,-70.266861,261,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12712,295,"Territorial individuals (birds)",2025,5,19,139,2460815,7,2025,9,7,250,2460926,7,"12712_Territorial individuals (birds)","Territorial behavior",NA,NA,"12712_Territorial individuals (birds)_2025",9
5674,44.910587,-70.266861,261,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12712,312,"Flower visitation",2025,6,15,166,2460842,7,2025,6,15,166,2460842,7,"12712_Flower visitation","Feeding",NA,NA,"12712_Flower visitation_2025",13
5674,44.910587,-70.266861,261,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12712,542,"Feeding (or foraging)",2025,5,19,139,2460815,7,2025,9,7,250,2460926,7,"12712_Feeding (or foraging)","Feeding",NA,NA,"12712_Feeding (or foraging)_2025",9
2803,39.971001,-105.397003,2329,"CO",246,"Turdus","migratorius","American robin","Animalia",16046,294,"Singing individuals (birds)",2025,3,29,88,2460764,7,2025,3,29,88,2460764,6,"16046_Singing individuals (birds)","Singing individuals",NA,NA,"16046_Singing individuals (birds)_2025",14
2803,39.971001,-105.397003,2329,"CO",246,"Turdus","migratorius","American robin","Animalia",16046,310,"Fruit/seed consumption",2025,8,16,228,2460904,3,2025,8,20,232,2460908,5,"16046_Fruit/seed consumption","Feeding",NA,NA,"16046_Fruit/seed consumption_2025",10
2803,39.971001,-105.397003,2329,"CO",246,"Turdus","migratorius","American robin","Animalia",16046,457,"Insect consumption",2025,3,17,76,2460752,9,2025,3,20,79,2460755,2,"16046_Insect consumption","Feeding",NA,NA,"16046_Insect consumption_2025",15
2803,39.971001,-105.397003,2329,"CO",246,"Turdus","migratorius","American robin","Animalia",16046,542,"Feeding (or foraging)",2025,3,17,76,2460752,9,2025,3,20,79,2460755,2,"16046_Feeding (or foraging)","Feeding",NA,NA,"16046_Feeding (or foraging)_2025",9
2803,39.971001,-105.397003,2329,"CO",245,"Poecile","atricapillus","black-capped chickadee","Animalia",16047,294,"Singing individuals (birds)",2025,1,5,5,2460681,NA,2025,3,8,67,2460743,9,"16047_Singing individuals (birds)","Singing individuals",NA,NA,"16047_Singing individuals (birds)_2025",13
2803,39.971001,-105.397003,2329,"CO",245,"Poecile","atricapillus","black-capped chickadee","Animalia",16047,310,"Fruit/seed consumption",2025,1,5,5,2460681,NA,2025,3,8,67,2460743,9,"16047_Fruit/seed consumption","Feeding",NA,NA,"16047_Fruit/seed consumption_2025",15
2803,39.971001,-105.397003,2329,"CO",245,"Poecile","atricapillus","black-capped chickadee","Animalia",16047,542,"Feeding (or foraging)",2025,1,5,5,2460681,NA,2025,3,8,67,2460743,9,"16047_Feeding (or foraging)","Feeding",NA,NA,"16047_Feeding (or foraging)_2025",9
2803,39.971001,-105.397003,2329,"CO",354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,295,"Territorial individuals (birds)",2025,5,6,126,2460802,11,2025,8,16,228,2460904,2,"16048_Territorial individuals (birds)","Territorial behavior",NA,NA,"16048_Territorial individuals (birds)_2025",9
2803,39.971001,-105.397003,2329,"CO",354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,312,"Flower visitation",2025,5,24,144,2460820,9,2025,9,17,260,2460936,3,"16048_Flower visitation","Feeding",NA,NA,"16048_Flower visitation_2025",15
2803,39.971001,-105.397003,2329,"CO",354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,457,"Insect consumption",2025,5,6,126,2460802,11,2025,9,17,260,2460936,3,"16048_Insect consumption","Feeding",NA,NA,"16048_Insect consumption_2025",15
2803,39.971001,-105.397003,2329,"CO",354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,542,"Feeding (or foraging)",2025,5,6,126,2460802,11,2025,9,17,260,2460936,3,"16048_Feeding (or foraging)","Feeding",NA,NA,"16048_Feeding (or foraging)_2025",9
2803,39.971001,-105.397003,2329,"CO",362,"Junco","hyemalis","dark-eyed junco","Animalia",16213,294,"Singing individuals (birds)",2025,3,20,79,2460755,3,2025,3,20,79,2460755,2,"16213_Singing individuals (birds)","Singing individuals",NA,NA,"16213_Singing individuals (birds)_2025",12
2803,39.971001,-105.397003,2329,"CO",362,"Junco","hyemalis","dark-eyed junco","Animalia",16213,310,"Fruit/seed consumption",2025,1,5,5,2460681,NA,2025,1,5,5,2460681,2,"16213_Fruit/seed consumption","Feeding",NA,NA,"16213_Fruit/seed consumption_2025",15
2803,39.971001,-105.397003,2329,"CO",362,"Junco","hyemalis","dark-eyed junco","Animalia",16213,457,"Insect consumption",2025,2,8,39,2460715,29,2025,9,3,246,2460922,7,"16213_Insect consumption","Feeding",NA,NA,"16213_Insect consumption_2025",9
2803,39.971001,-105.397003,2329,"CO",362,"Junco","hyemalis","dark-eyed junco","Animalia",16213,542,"Feeding (or foraging)",2025,1,5,5,2460681,NA,2025,1,5,5,2460681,2,"16213_Feeding (or foraging)","Feeding",NA,NA,"16213_Feeding (or foraging)_2025",9
2803,39.971001,-105.397003,2329,"CO",357,"Sialia","mexicana","western bluebird","Animalia",16214,294,"Singing individuals (birds)",2025,4,17,107,2460783,3,2025,4,17,107,2460783,8,"16214_Singing individuals (birds)","Singing individuals",NA,NA,"16214_Singing individuals (birds)_2025",10
6481,42.456135,-72.344215,265,"MA",240,"Spinus","tristis","American goldfinch","Animalia",19034,310,"Fruit/seed consumption",2025,1,5,5,2460681,NA,2025,2,26,57,2460733,1,"19034_Fruit/seed consumption","Feeding",NA,NA,"19034_Fruit/seed consumption_2025",10
6481,42.456135,-72.344215,265,"MA",240,"Spinus","tristis","American goldfinch","Animalia",19034,542,"Feeding (or foraging)",2025,1,5,5,2460681,NA,2025,2,26,57,2460733,1,"19034_Feeding (or foraging)","Feeding",NA,NA,"19034_Feeding (or foraging)_2025",9
6481,42.456135,-72.344215,265,"MA",246,"Turdus","migratorius","American robin","Animalia",19035,294,"Singing individuals (birds)",2025,5,10,130,2460806,3,2025,5,19,139,2460815,4,"19035_Singing individuals (birds)","Singing individuals",NA,NA,"19035_Singing individuals (birds)_2025",9
6481,42.456135,-72.344215,265,"MA",246,"Turdus","migratorius","American robin","Animalia",19035,542,"Feeding (or foraging)",2025,3,6,65,2460741,1,2025,3,6,65,2460741,2,"19035_Feeding (or foraging)","Feeding",NA,NA,"19035_Feeding (or foraging)_2025",9
6481,42.456135,-72.344215,265,"MA",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",19040,312,"Flower visitation",2025,5,7,127,2460803,6,2025,5,7,127,2460803,3,"19040_Flower visitation","Feeding",NA,NA,"19040_Flower visitation_2025",9
8418,32.363758,-94.873947,115,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,294,"Singing individuals (birds)",2025,1,1,1,2460677,NA,2025,1,5,5,2460681,3,"25349_Singing individuals (birds)","Singing individuals",NA,NA,"25349_Singing individuals (birds)_2025",12
8418,32.363758,-94.873947,115,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,310,"Fruit/seed consumption",2025,1,8,8,2460684,3,2025,1,8,8,2460684,4,"25349_Fruit/seed consumption","Feeding",NA,NA,"25349_Fruit/seed consumption_2025",10
8418,32.363758,-94.873947,115,"TX",246,"Turdus","migratorius","American robin","Animalia",25349,457,"Insect consumption",2025,4,2,92,2460768,2,2025,4,6,96,2460772,3,"25349_Insect consumption","Feeding",NA,NA,"25349_Insect consumption_2025",12
8418,32.363758,-94.873947,115,"TX",1108,"Mimus","polyglottos","northern mockingbird","Animalia",25351,294,"Singing individuals (birds)",2025,1,30,30,2460706,4,2025,2,2,33,2460709,4,"25351_Singing individuals (birds)","Singing individuals",NA,NA,"25351_Singing individuals (birds)_2025",12
8418,32.363758,-94.873947,115,"TX",1108,"Mimus","polyglottos","northern mockingbird","Animalia",25351,310,"Fruit/seed consumption",2025,4,13,103,2460779,4,2025,4,13,103,2460779,3,"25351_Fruit/seed consumption","Feeding",NA,NA,"25351_Fruit/seed consumption_2025",10
8418,32.363758,-94.873947,115,"TX",1108,"Mimus","polyglottos","northern mockingbird","Animalia",25351,457,"Insect consumption",2025,4,6,96,2460772,4,2025,4,6,96,2460772,3,"25351_Insect consumption","Feeding",NA,NA,"25351_Insect consumption_2025",11
8496,46.328629,-96.061256,393,"MN",245,"Poecile","atricapillus","black-capped chickadee","Animalia",25781,310,"Fruit/seed consumption",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"25781_Fruit/seed consumption","Feeding",NA,NA,"25781_Fruit/seed consumption_2025",14
8496,46.328629,-96.061256,393,"MN",245,"Poecile","atricapillus","black-capped chickadee","Animalia",25781,542,"Feeding (or foraging)",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"25781_Feeding (or foraging)","Feeding",NA,NA,"25781_Feeding (or foraging)_2025",9
8496,46.328629,-96.061256,393,"MN",1104,"Hirundo","rustica","barn swallow","Animalia",25894,542,"Feeding (or foraging)",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"25894_Feeding (or foraging)","Feeding",NA,NA,"25894_Feeding (or foraging)_2025",9
8496,46.328629,-96.061256,393,"MN",1113,"Dryobates","pubescens","downy woodpecker","Animalia",25895,310,"Fruit/seed consumption",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"25895_Fruit/seed consumption","Feeding",NA,NA,"25895_Fruit/seed consumption_2025",14
8496,46.328629,-96.061256,393,"MN",1113,"Dryobates","pubescens","downy woodpecker","Animalia",25895,542,"Feeding (or foraging)",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"25895_Feeding (or foraging)","Feeding",NA,NA,"25895_Feeding (or foraging)_2025",9
8496,46.328629,-96.061256,393,"MN",355,"Troglodytes","aedon","house wren","Animalia",25897,294,"Singing individuals (birds)",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"25897_Singing individuals (birds)","Singing individuals",NA,NA,"25897_Singing individuals (birds)_2025",10
8496,46.328629,-96.061256,393,"MN",355,"Troglodytes","aedon","house wren","Animalia",25897,298,"Occupied nest",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"25897_Occupied nest","Nesting behavior",NA,NA,"25897_Occupied nest_2025",9
8715,43.522804,-70.802277,215,"ME",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",28193,542,"Feeding (or foraging)",2025,5,3,123,2460799,5,2025,5,5,125,2460801,6,"28193_Feeding (or foraging)","Feeding",NA,NA,"28193_Feeding (or foraging)_2025",9
8418,32.363758,-94.873947,115,"TX",1096,"Cyanocitta","cristata","blue jay","Animalia",28244,310,"Fruit/seed consumption",2025,1,8,8,2460684,3,2025,1,15,15,2460691,4,"28244_Fruit/seed consumption","Feeding",NA,NA,"28244_Fruit/seed consumption_2025",12
8418,32.363758,-94.873947,115,"TX",1096,"Cyanocitta","cristata","blue jay","Animalia",28244,457,"Insect consumption",2025,4,6,96,2460772,4,2025,4,6,96,2460772,3,"28244_Insect consumption","Feeding",NA,NA,"28244_Insect consumption_2025",9
8418,32.363758,-94.873947,115,"TX",356,"Sialia","sialis","eastern bluebird","Animalia",28245,457,"Insect consumption",2025,4,9,99,2460775,3,2025,4,16,106,2460782,7,"28245_Insect consumption","Feeding",NA,NA,"28245_Insect consumption_2025",10
8418,32.363758,-94.873947,115,"TX",375,"Zenaida","macroura","mourning dove","Animalia",28246,294,"Singing individuals (birds)",2025,2,9,40,2460716,3,2025,2,9,40,2460716,10,"28246_Singing individuals (birds)","Singing individuals",NA,NA,"28246_Singing individuals (birds)_2025",11
8418,32.363758,-94.873947,115,"TX",1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28247,294,"Singing individuals (birds)",2025,1,5,5,2460681,4,2025,1,5,5,2460681,3,"28247_Singing individuals (birds)","Singing individuals",NA,NA,"28247_Singing individuals (birds)_2025",11
8418,32.363758,-94.873947,115,"TX",1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28247,310,"Fruit/seed consumption",2025,1,1,1,2460677,NA,2025,2,2,33,2460709,4,"28247_Fruit/seed consumption","Feeding",NA,NA,"28247_Fruit/seed consumption_2025",12
8418,32.363758,-94.873947,115,"TX",1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28247,457,"Insect consumption",2025,4,30,120,2460796,7,2025,4,30,120,2460796,4,"28247_Insect consumption","Feeding",NA,NA,"28247_Insect consumption_2025",10
8418,32.363758,-94.873947,115,"TX",352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",30980,312,"Flower visitation",2025,3,26,85,2460761,3,2025,3,26,85,2460761,5,"30980_Flower visitation","Feeding",NA,NA,"30980_Flower visitation_2025",12
8496,46.328629,-96.061256,393,"MN",1096,"Cyanocitta","cristata","blue jay","Animalia",32294,310,"Fruit/seed consumption",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"32294_Fruit/seed consumption","Feeding",NA,NA,"32294_Fruit/seed consumption_2025",14
8496,46.328629,-96.061256,393,"MN",1096,"Cyanocitta","cristata","blue jay","Animalia",32294,542,"Feeding (or foraging)",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"32294_Feeding (or foraging)","Feeding",NA,NA,"32294_Feeding (or foraging)_2025",9
8496,46.328629,-96.061256,393,"MN",1110,"Passer","domesticus","house sparrow","Animalia",32297,310,"Fruit/seed consumption",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"32297_Fruit/seed consumption","Feeding",NA,NA,"32297_Fruit/seed consumption_2025",14
8496,46.328629,-96.061256,393,"MN",1110,"Passer","domesticus","house sparrow","Animalia",32297,542,"Feeding (or foraging)",2025,5,25,145,2460821,NA,2025,5,25,145,2460821,NA,"32297_Feeding (or foraging)","Feeding",NA,NA,"32297_Feeding (or foraging)_2025",9
8418,32.363758,-94.873947,115,"TX",362,"Junco","hyemalis","dark-eyed junco","Animalia",33174,310,"Fruit/seed consumption",2025,1,5,5,2460681,4,2025,2,2,33,2460709,4,"33174_Fruit/seed consumption","Feeding",NA,NA,"33174_Fruit/seed consumption_2025",11
8418,32.363758,-94.873947,115,"TX",240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2025,1,5,5,2460681,4,2025,1,26,26,2460702,4,"33798_Fruit/seed consumption","Feeding",NA,NA,"33798_Fruit/seed consumption_2025",11
8418,32.363758,-94.873947,115,"TX",1110,"Passer","domesticus","house sparrow","Animalia",35674,294,"Singing individuals (birds)",2025,3,16,75,2460751,4,2025,3,16,75,2460751,3,"35674_Singing individuals (birds)","Singing individuals",NA,NA,"35674_Singing individuals (birds)_2025",9
8418,32.363758,-94.873947,115,"TX",1110,"Passer","domesticus","house sparrow","Animalia",35674,310,"Fruit/seed consumption",2025,1,1,1,2460677,NA,2025,3,23,82,2460758,3,"35674_Fruit/seed consumption","Feeding",NA,NA,"35674_Fruit/seed consumption_2025",11
10145,42.602543,-83.250992,277,"MI",362,"Junco","hyemalis","dark-eyed junco","Animalia",38878,294,"Singing individuals (birds)",2025,1,20,20,2460696,1,2025,1,20,20,2460696,2,"38878_Singing individuals (birds)","Singing individuals",NA,NA,"38878_Singing individuals (birds)_2025",11
10145,42.602543,-83.250992,277,"MI",355,"Troglodytes","aedon","house wren","Animalia",38908,294,"Singing individuals (birds)",2025,5,10,130,2460806,1,2025,5,10,130,2460806,1,"38908_Singing individuals (birds)","Singing individuals",NA,NA,"38908_Singing individuals (birds)_2025",10
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,294,"Singing individuals (birds)",2025,3,3,62,2460738,NA,2025,3,3,62,2460738,5,"40107_Singing individuals (birds)","Singing individuals",NA,NA,"40107_Singing individuals (birds)_2025",13
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,295,"Territorial individuals (birds)",2025,3,30,89,2460765,8,2025,3,30,89,2460765,2,"40107_Territorial individuals (birds)","Territorial behavior",NA,NA,"40107_Territorial individuals (birds)_2025",9
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,297,"Nest building (birds)",2025,4,12,102,2460778,2,2025,4,12,102,2460778,2,"40107_Nest building (birds)","Nesting behavior",NA,NA,"40107_Nest building (birds)_2025",11
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,308,"Fledged young (altricial birds)",2025,5,19,139,2460815,6,2025,5,24,144,2460820,1,"40107_Fledged young (altricial birds)","Young observed",NA,NA,"40107_Fledged young (altricial birds)_2025",9
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,310,"Fruit/seed consumption",2025,3,3,62,2460738,NA,2025,4,6,96,2460772,4,"40107_Fruit/seed consumption","Feeding",NA,NA,"40107_Fruit/seed consumption_2025",13
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,457,"Insect consumption",2025,4,6,96,2460772,5,2025,4,14,104,2460780,3,"40107_Insect consumption","Feeding",NA,NA,"40107_Insect consumption_2025",13
9652,44.768246,-94.155746,309,"MN",246,"Turdus","migratorius","American robin","Animalia",40107,542,"Feeding (or foraging)",2025,3,3,62,2460738,NA,2025,4,14,104,2460780,3,"40107_Feeding (or foraging)","Feeding",NA,NA,"40107_Feeding (or foraging)_2025",9
9652,44.768246,-94.155746,309,"MN",240,"Spinus","tristis","American goldfinch","Animalia",40108,310,"Fruit/seed consumption",2025,8,1,213,2460889,43,2025,10,17,290,2460966,NA,"40108_Fruit/seed consumption","Feeding",NA,NA,"40108_Fruit/seed consumption_2025",9
9652,44.768246,-94.155746,309,"MN",240,"Spinus","tristis","American goldfinch","Animalia",40108,542,"Feeding (or foraging)",2025,8,1,213,2460889,43,2025,10,17,290,2460966,NA,"40108_Feeding (or foraging)","Feeding",NA,NA,"40108_Feeding (or foraging)_2025",9
9652,44.768246,-94.155746,309,"MN",375,"Zenaida","macroura","mourning dove","Animalia",40109,294,"Singing individuals (birds)",2025,5,1,121,2460797,17,2025,5,26,146,2460822,2,"40109_Singing individuals (birds)","Singing individuals",NA,NA,"40109_Singing individuals (birds)_2025",11
8418,32.363758,-94.873947,115,"TX",1113,"Dryobates","pubescens","downy woodpecker","Animalia",41679,310,"Fruit/seed consumption",2025,1,5,5,2460681,4,2025,1,12,12,2460688,3,"41679_Fruit/seed consumption","Feeding",NA,NA,"41679_Fruit/seed consumption_2025",11
8418,32.363758,-94.873947,115,"TX",1113,"Dryobates","pubescens","downy woodpecker","Animalia",41679,457,"Insect consumption",2025,4,30,120,2460796,7,2025,4,30,120,2460796,4,"41679_Insect consumption","Feeding",NA,NA,"41679_Insect consumption_2025",9
10717,38.285664,-111.246605,1790,"UT",246,"Turdus","migratorius","American robin","Animalia",42593,294,"Singing individuals (birds)",2025,3,21,80,2460756,6,2025,3,21,80,2460756,2,"42593_Singing individuals (birds)","Singing individuals",NA,NA,"42593_Singing individuals (birds)_2025",9
1419,42.011166,-88.503304,280,"IL",1117,"Sayornis","phoebe","eastern phoebe","Animalia",44642,457,"Insect consumption",2025,4,3,93,2460769,5,2025,4,3,93,2460769,4,"44642_Insect consumption","Feeding",NA,NA,"44642_Insect consumption_2025",9
11313,44.201355,-92.646301,330,"MN",1090,"Cardinalis","cardinalis","northern cardinal","Animalia",46661,294,"Singing individuals (birds)",2025,4,19,109,2460785,7,2025,4,19,109,2460785,14,"46661_Singing individuals (birds)","Singing individuals",NA,NA,"46661_Singing individuals (birds)_2025",10
8418,32.363758,-94.873947,115,"TX",1126,"Thryothorus","ludovicianus","Carolina wren","Animalia",46734,310,"Fruit/seed consumption",2025,1,1,1,2460677,NA,2025,1,1,1,2460677,4,"46734_Fruit/seed consumption","Feeding",NA,NA,"46734_Fruit/seed consumption_2025",10
11598,43.073357,-71.150681,79,"NH",243,"Gavia","immer","common loon","Animalia",48357,298,"Occupied nest",2025,6,21,172,2460848,NA,2025,6,21,172,2460848,8,"48357_Occupied nest","Nesting behavior",NA,NA,"48357_Occupied nest_2025",9
11598,43.073357,-71.150681,79,"NH",243,"Gavia","immer","common loon","Animalia",48357,542,"Feeding (or foraging)",2025,6,21,172,2460848,NA,2025,6,21,172,2460848,3,"48357_Feeding (or foraging)","Feeding",NA,NA,"48357_Feeding (or foraging)_2025",9
12064,32.248463,-110.909584,745,"AZ",1088,"Calypte","anna","Anna's hummingbird","Animalia",50759,312,"Flower visitation",2025,2,20,51,2460727,4,2025,2,20,51,2460727,6,"50759_Flower visitation","Feeding",NA,NA,"50759_Flower visitation_2025",9
12064,32.248463,-110.909584,745,"AZ",1088,"Calypte","anna","Anna's hummingbird","Animalia",50759,542,"Feeding (or foraging)",2025,2,20,51,2460727,4,2025,2,20,51,2460727,6,"50759_Feeding (or foraging)","Feeding",NA,NA,"50759_Feeding (or foraging)_2025",9
8418,32.363758,-94.873947,115,"TX",739,"Zonotrichia","albicollis","white-throated sparrow","Animalia",60926,310,"Fruit/seed consumption",2025,1,1,1,2460677,NA,2025,1,8,8,2460684,4,"60926_Fruit/seed consumption","Feeding",NA,NA,"60926_Fruit/seed consumption_2025",9
5428,48.033489,-122.598724,14,"WA",1119,"Selasphorus","rufus","rufous hummingbird","Animalia",60984,542,"Feeding (or foraging)",2025,3,6,65,2460741,NA,2025,3,6,65,2460741,NA,"60984_Feeding (or foraging)","Feeding",NA,NA,"60984_Feeding (or foraging)_2025",9
8418,32.363758,-94.873947,115,"TX",359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",62147,310,"Fruit/seed consumption",2025,1,1,1,2460677,NA,2025,2,2,33,2460709,4,"62147_Fruit/seed consumption","Feeding",NA,NA,"62147_Fruit/seed consumption_2025",10
8418,32.363758,-94.873947,115,"TX",1233,"Poecile","carolinensis","Carolina chickadee","Animalia",63335,310,"Fruit/seed consumption",2025,1,1,1,2460677,NA,2025,2,2,33,2460709,4,"63335_Fruit/seed consumption","Feeding",NA,NA,"63335_Fruit/seed consumption_2025",10
10145,42.602543,-83.250992,277,"MI",1224,"Branta","canadensis","Canada goose","Animalia",64229,541,"Fledged young (precocial birds)",2025,5,8,128,2460804,1,2025,5,8,128,2460804,1,"64229_Fledged young (precocial birds)","Young observed",NA,NA,"64229_Fledged young (precocial birds)_2025",9
8418,32.363758,-94.873947,115,"TX",363,"Molothrus","ater","brown-headed cowbird","Animalia",64379,310,"Fruit/seed consumption",2025,2,9,40,2460716,3,2025,2,9,40,2460716,10,"64379_Fruit/seed consumption","Feeding",NA,NA,"64379_Fruit/seed consumption_2025",9
17414,42.936153,-73.433449,147,"NY",1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,298,"Occupied nest",2025,5,11,131,2460807,7,2025,6,14,165,2460841,7,"66940_Occupied nest","Nesting behavior",NA,NA,"66940_Occupied nest_2025",9
17414,42.936153,-73.433449,147,"NY",1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,457,"Insect consumption",2025,4,15,105,2460781,6,2025,4,15,105,2460781,5,"66940_Insect consumption","Feeding",NA,NA,"66940_Insect consumption_2025",9
