"site_id","latitude","longitude","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","ind_phen","phenophase","state","series_yrs","first_yes_date","yeartype","dop","year","resident","present_jan1","ind_phen_year"
8418,32.363758,-94.873947,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28247,457,"Insect consumption",2014,4,6,96,2456754,4,"28247_Insect consumption","Feeding","TX",10,2014-04-06,"calendar",96,2014,NA,NA,"28247_Insect consumption_2014"
8736,44.903229,-93.217445,240,"Spinus","tristis","American goldfinch","Animalia",28348,310,"Fruit/seed consumption",2014,4,24,114,2456772,1,"28348_Fruit/seed consumption","Feeding","MN",10,2014-04-24,"calendar",114,2014,NA,NA,"28348_Fruit/seed consumption_2014"
8736,44.903229,-93.217445,245,"Poecile","atricapillus","black-capped chickadee","Animalia",28349,294,"Singing individuals (birds)",2014,4,23,113,2456771,5,"28349_Singing individuals (birds)","Singing individuals","MN",10,2014-04-23,"calendar",113,2014,NA,NA,"28349_Singing individuals (birds)_2014"
8736,44.903229,-93.217445,245,"Poecile","atricapillus","black-capped chickadee","Animalia",28349,310,"Fruit/seed consumption",2014,5,3,123,2456781,4,"28349_Fruit/seed consumption","Feeding","MN",9,2014-05-03,"calendar",123,2014,NA,NA,"28349_Fruit/seed consumption_2014"
8736,44.903229,-93.217445,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28354,294,"Singing individuals (birds)",2014,4,29,119,2456777,5,"28354_Singing individuals (birds)","Singing individuals","MN",9,2014-04-29,"calendar",119,2014,NA,NA,"28354_Singing individuals (birds)_2014"
8736,44.903229,-93.217445,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28354,310,"Fruit/seed consumption",2014,5,20,140,2456798,5,"28354_Fruit/seed consumption","Feeding","MN",10,2014-05-20,"calendar",140,2014,NA,NA,"28354_Fruit/seed consumption_2014"
8736,44.903229,-93.217445,362,"Junco","hyemalis","dark-eyed junco","Animalia",29145,310,"Fruit/seed consumption",2014,10,20,293,2456951,12,"29145_Fruit/seed consumption","Feeding","MN",9,2014-10-20,"calendar",293,2014,NA,NA,"29145_Fruit/seed consumption_2014"
8418,32.363758,-94.873947,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",30980,312,"Flower visitation",2014,5,21,141,2456799,3,"30980_Flower visitation","Feeding","TX",11,2014-05-21,"calendar",141,2014,NA,NA,"30980_Flower visitation_2014"
8496,46.328629,-96.061256,1096,"Cyanocitta","cristata","blue jay","Animalia",32294,310,"Fruit/seed consumption",2014,3,26,85,2456743,8,"32294_Fruit/seed consumption","Feeding","MN",13,2014-03-26,"calendar",85,2014,NA,NA,"32294_Fruit/seed consumption_2014"
8496,46.328629,-96.061256,362,"Junco","hyemalis","dark-eyed junco","Animalia",32295,310,"Fruit/seed consumption",2014,3,18,77,2456735,8,"32295_Fruit/seed consumption","Feeding","MN",9,2014-03-18,"calendar",77,2014,NA,NA,"32295_Fruit/seed consumption_2014"
8496,46.328629,-96.061256,1110,"Passer","domesticus","house sparrow","Animalia",32297,310,"Fruit/seed consumption",2014,3,26,85,2456743,8,"32297_Fruit/seed consumption","Feeding","MN",9,2014-03-26,"calendar",85,2014,NA,NA,"32297_Fruit/seed consumption_2014"
8418,32.363758,-94.873947,362,"Junco","hyemalis","dark-eyed junco","Animalia",33174,310,"Fruit/seed consumption",2014,2,1,32,2456690,3,"33174_Fruit/seed consumption","Feeding","TX",10,2014-02-01,"calendar",32,2014,NA,NA,"33174_Fruit/seed consumption_2014"
8418,32.363758,-94.873947,240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2014,2,23,54,2456712,4,"33798_Fruit/seed consumption","Feeding","TX",10,2014-02-23,"calendar",54,2014,NA,NA,"33798_Fruit/seed consumption_2014"
8496,46.328629,-96.061256,240,"Spinus","tristis","American goldfinch","Animalia",34922,310,"Fruit/seed consumption",2014,1,23,23,2456681,5,"34922_Fruit/seed consumption","Feeding","MN",10,2014-01-23,"calendar",23,2014,NA,NA,"34922_Fruit/seed consumption_2014"
8418,32.363758,-94.873947,1110,"Passer","domesticus","house sparrow","Animalia",35674,294,"Singing individuals (birds)",2014,2,23,54,2456712,4,"35674_Singing individuals (birds)","Singing individuals","TX",9,2014-02-23,"calendar",54,2014,NA,NA,"35674_Singing individuals (birds)_2014"
8418,32.363758,-94.873947,1110,"Passer","domesticus","house sparrow","Animalia",35674,310,"Fruit/seed consumption",2014,2,1,32,2456690,3,"35674_Fruit/seed consumption","Feeding","TX",10,2014-02-01,"calendar",32,2014,NA,NA,"35674_Fruit/seed consumption_2014"
10145,42.602543,-83.250992,240,"Spinus","tristis","American goldfinch","Animalia",38837,294,"Singing individuals (birds)",2014,2,18,49,2456707,1,"38837_Singing individuals (birds)","Singing individuals","MI",9,2014-02-18,"calendar",49,2014,NA,NA,"38837_Singing individuals (birds)_2014"
10145,42.602543,-83.250992,246,"Turdus","migratorius","American robin","Animalia",38840,310,"Fruit/seed consumption",2014,5,26,146,2456804,1,"38840_Fruit/seed consumption","Feeding","MI",9,2014-05-26,"calendar",146,2014,NA,NA,"38840_Fruit/seed consumption_2014"
10145,42.602543,-83.250992,362,"Junco","hyemalis","dark-eyed junco","Animalia",38878,294,"Singing individuals (birds)",2014,3,21,80,2456738,1,"38878_Singing individuals (birds)","Singing individuals","MI",11,2014-03-21,"calendar",80,2014,NA,NA,"38878_Singing individuals (birds)_2014"
10145,42.602543,-83.250992,355,"Troglodytes","aedon","house wren","Animalia",38908,294,"Singing individuals (birds)",2014,5,19,139,2456797,1,"38908_Singing individuals (birds)","Singing individuals","MI",10,2014-05-19,"calendar",139,2014,NA,NA,"38908_Singing individuals (birds)_2014"
10145,42.602543,-83.250992,359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",38946,294,"Singing individuals (birds)",2014,3,20,79,2456737,1,"38946_Singing individuals (birds)","Singing individuals","MI",11,2014-03-20,"calendar",79,2014,NA,NA,"38946_Singing individuals (birds)_2014"
9652,44.768246,-94.155746,246,"Turdus","migratorius","American robin","Animalia",40107,294,"Singing individuals (birds)",2014,5,5,125,2456783,9,"40107_Singing individuals (birds)","Singing individuals","MN",11,2014-05-05,"calendar",125,2014,NA,NA,"40107_Singing individuals (birds)_2014"
8418,32.363758,-94.873947,1113,"Dryobates","pubescens","downy woodpecker","Animalia",41679,310,"Fruit/seed consumption",2014,3,5,64,2456722,3,"41679_Fruit/seed consumption","Feeding","TX",10,2014-03-05,"calendar",64,2014,NA,NA,"41679_Fruit/seed consumption_2014"
8418,32.363758,-94.873947,1113,"Dryobates","pubescens","downy woodpecker","Animalia",41679,457,"Insect consumption",2014,1,11,11,2456669,6,"41679_Insect consumption","Feeding","TX",9,2014-01-11,"calendar",11,2014,NA,NA,"41679_Insect consumption_2014"
11313,44.201355,-92.646301,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",46661,294,"Singing individuals (birds)",2014,2,9,40,2456698,4,"46661_Singing individuals (birds)","Singing individuals","MN",10,2014-02-09,"calendar",40,2014,NA,NA,"46661_Singing individuals (birds)_2014"
8418,32.363758,-94.873947,1126,"Thryothorus","ludovicianus","Carolina wren","Animalia",46734,310,"Fruit/seed consumption",2014,1,18,18,2456676,7,"46734_Fruit/seed consumption","Feeding","TX",10,2014-01-18,"calendar",18,2014,NA,NA,"46734_Fruit/seed consumption_2014"
6102,32.23188,-110.951012,1110,"Passer","domesticus","house sparrow","Animalia",49643,310,"Fruit/seed consumption",2014,9,9,252,2456910,5,"49643_Fruit/seed consumption","Feeding","AZ",9,2014-09-09,"calendar",252,2014,NA,NA,"49643_Fruit/seed consumption_2014"
16295,27.929228,-82.725639,1108,"Mimus","polyglottos","northern mockingbird","Animalia",60950,294,"Singing individuals (birds)",2014,3,22,81,2456739,12,"60950_Singing individuals (birds)","Singing individuals","FL",9,2014-03-22,"calendar",81,2014,NA,NA,"60950_Singing individuals (birds)_2014"
8418,32.363758,-94.873947,359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",62147,310,"Fruit/seed consumption",2014,2,9,40,2456698,3,"62147_Fruit/seed consumption","Feeding","TX",9,2014-02-09,"calendar",40,2014,NA,NA,"62147_Fruit/seed consumption_2014"
8418,32.363758,-94.873947,1233,"Poecile","carolinensis","Carolina chickadee","Animalia",63335,310,"Fruit/seed consumption",2014,3,2,61,2456719,3,"63335_Fruit/seed consumption","Feeding","TX",9,2014-03-02,"calendar",61,2014,NA,NA,"63335_Fruit/seed consumption_2014"
8418,32.363758,-94.873947,363,"Molothrus","ater","brown-headed cowbird","Animalia",64379,310,"Fruit/seed consumption",2014,4,23,113,2456771,3,"64379_Fruit/seed consumption","Feeding","TX",9,2014-04-23,"calendar",113,2014,NA,NA,"64379_Fruit/seed consumption_2014"
17414,42.936153,-73.433449,1124,"Tachycineta","bicolor","tree swallow","Animalia",66940,297,"Nest building (birds)",2014,5,8,128,2456786,2,"66940_Nest building (birds)","Nesting behavior","NY",9,2014-05-08,"calendar",128,2014,NA,NA,"66940_Nest building (birds)_2014"
17707,37.360123,-122.128151,362,"Junco","hyemalis","dark-eyed junco","Animalia",68613,294,"Singing individuals (birds)",2014,5,21,141,2456799,2,"68613_Singing individuals (birds)","Singing individuals","CA",9,2014-05-21,"calendar",141,2014,NA,NA,"68613_Singing individuals (birds)_2014"
6099,34.119007,-118.760071,1229,"Melanerpes","formicivorus","acorn woodpecker","Animalia",72367,457,"Insect consumption",2014,9,3,246,2456904,5,"72367_Insect consumption","Feeding","CA",10,2014-09-03,"calendar",246,2014,NA,NA,"72367_Insect consumption_2014"
20765,33.632149,-117.55545,1088,"Calypte","anna","Anna's hummingbird","Animalia",88471,312,"Flower visitation",2014,3,15,74,2456732,9,"88471_Flower visitation","Feeding","CA",9,2014-03-15,"calendar",74,2014,NA,NA,"88471_Flower visitation_2014"
20765,33.632149,-117.55545,1380,"Melospiza","melodia","song sparrow","Animalia",88475,294,"Singing individuals (birds)",2014,4,10,100,2456758,7,"88475_Singing individuals (birds)","Singing individuals","CA",10,2014-04-10,"calendar",100,2014,NA,NA,"88475_Singing individuals (birds)_2014"
1419,42.011166,-88.503304,246,"Turdus","migratorius","American robin","Animalia",10282,294,"Singing individuals (birds)",2015,3,16,75,2457098,1,"10282_Singing individuals (birds)","Singing individuals","IL",13,2015-03-16,"calendar",75,2015,NA,NA,"10282_Singing individuals (birds)_2015"
1419,42.011166,-88.503304,246,"Turdus","migratorius","American robin","Animalia",10282,457,"Insect consumption",2015,3,22,81,2457104,6,"10282_Insect consumption","Feeding","IL",9,2015-03-22,"calendar",81,2015,NA,NA,"10282_Insect consumption_2015"
1419,42.011166,-88.503304,245,"Poecile","atricapillus","black-capped chickadee","Animalia",10283,294,"Singing individuals (birds)",2015,3,7,66,2457089,1,"10283_Singing individuals (birds)","Singing individuals","IL",12,2015-03-07,"calendar",66,2015,NA,NA,"10283_Singing individuals (birds)_2015"
5674,44.910587,-70.266861,246,"Turdus","migratorius","American robin","Animalia",12709,310,"Fruit/seed consumption",2015,3,29,88,2457111,7,"12709_Fruit/seed consumption","Feeding","ME",11,2015-03-29,"calendar",88,2015,NA,NA,"12709_Fruit/seed consumption_2015"
5674,44.910587,-70.266861,246,"Turdus","migratorius","American robin","Animalia",12709,457,"Insect consumption",2015,5,11,131,2457154,7,"12709_Insect consumption","Feeding","ME",11,2015-05-11,"calendar",131,2015,NA,NA,"12709_Insect consumption_2015"
5674,44.910587,-70.266861,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",12712,312,"Flower visitation",2015,5,17,137,2457160,6,"12712_Flower visitation","Feeding","ME",13,2015-05-17,"calendar",137,2015,NA,NA,"12712_Flower visitation_2015"
2803,39.971001,-105.397003,246,"Turdus","migratorius","American robin","Animalia",16046,294,"Singing individuals (birds)",2015,3,20,79,2457102,5,"16046_Singing individuals (birds)","Singing individuals","CO",14,2015-03-20,"calendar",79,2015,NA,NA,"16046_Singing individuals (birds)_2015"
2803,39.971001,-105.397003,246,"Turdus","migratorius","American robin","Animalia",16046,457,"Insect consumption",2015,8,2,214,2457237,2,"16046_Insect consumption","Feeding","CO",15,2015-08-02,"calendar",214,2015,NA,NA,"16046_Insect consumption_2015"
2803,39.971001,-105.397003,245,"Poecile","atricapillus","black-capped chickadee","Animalia",16047,294,"Singing individuals (birds)",2015,3,22,81,2457104,2,"16047_Singing individuals (birds)","Singing individuals","CO",13,2015-03-22,"calendar",81,2015,NA,NA,"16047_Singing individuals (birds)_2015"
2803,39.971001,-105.397003,245,"Poecile","atricapillus","black-capped chickadee","Animalia",16047,310,"Fruit/seed consumption",2015,3,14,73,2457096,6,"16047_Fruit/seed consumption","Feeding","CO",15,2015-03-14,"calendar",73,2015,NA,NA,"16047_Fruit/seed consumption_2015"
2803,39.971001,-105.397003,354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,312,"Flower visitation",2015,5,25,145,2457168,8,"16048_Flower visitation","Feeding","CO",14,2015-05-25,"calendar",145,2015,NA,NA,"16048_Flower visitation_2015"
2803,39.971001,-105.397003,354,"Selasphorus","platycercus","broad-tailed hummingbird","Animalia",16048,457,"Insect consumption",2015,6,19,170,2457193,2,"16048_Insect consumption","Feeding","CO",14,2015-06-19,"calendar",170,2015,NA,NA,"16048_Insect consumption_2015"
2803,39.971001,-105.397003,362,"Junco","hyemalis","dark-eyed junco","Animalia",16213,294,"Singing individuals (birds)",2015,3,20,79,2457102,6,"16213_Singing individuals (birds)","Singing individuals","CO",11,2015-03-20,"calendar",79,2015,NA,NA,"16213_Singing individuals (birds)_2015"
2803,39.971001,-105.397003,362,"Junco","hyemalis","dark-eyed junco","Animalia",16213,310,"Fruit/seed consumption",2015,2,15,46,2457069,2,"16213_Fruit/seed consumption","Feeding","CO",13,2015-02-15,"calendar",46,2015,NA,NA,"16213_Fruit/seed consumption_2015"
2803,39.971001,-105.397003,357,"Sialia","mexicana","western bluebird","Animalia",16214,457,"Insect consumption",2015,5,2,122,2457145,6,"16214_Insect consumption","Feeding","CO",12,2015-05-02,"calendar",122,2015,NA,NA,"16214_Insect consumption_2015"
8418,32.363758,-94.873947,246,"Turdus","migratorius","American robin","Animalia",25349,294,"Singing individuals (birds)",2015,1,17,17,2457040,3,"25349_Singing individuals (birds)","Singing individuals","TX",11,2015-01-17,"calendar",17,2015,NA,NA,"25349_Singing individuals (birds)_2015"
8418,32.363758,-94.873947,246,"Turdus","migratorius","American robin","Animalia",25349,310,"Fruit/seed consumption",2015,1,22,22,2457045,5,"25349_Fruit/seed consumption","Feeding","TX",10,2015-01-22,"calendar",22,2015,NA,NA,"25349_Fruit/seed consumption_2015"
8418,32.363758,-94.873947,246,"Turdus","migratorius","American robin","Animalia",25349,457,"Insect consumption",2015,1,19,19,2457042,2,"25349_Insect consumption","Feeding","TX",11,2015-01-19,"calendar",19,2015,NA,NA,"25349_Insect consumption_2015"
8418,32.363758,-94.873947,1108,"Mimus","polyglottos","northern mockingbird","Animalia",25351,294,"Singing individuals (birds)",2015,3,18,77,2457100,3,"25351_Singing individuals (birds)","Singing individuals","TX",11,2015-03-18,"calendar",77,2015,NA,NA,"25351_Singing individuals (birds)_2015"
8418,32.363758,-94.873947,1108,"Mimus","polyglottos","northern mockingbird","Animalia",25351,310,"Fruit/seed consumption",2015,5,17,137,2457160,4,"25351_Fruit/seed consumption","Feeding","TX",10,2015-05-17,"calendar",137,2015,NA,NA,"25351_Fruit/seed consumption_2015"
8418,32.363758,-94.873947,1108,"Mimus","polyglottos","northern mockingbird","Animalia",25351,457,"Insect consumption",2015,1,25,25,2457048,3,"25351_Insect consumption","Feeding","TX",11,2015-01-25,"calendar",25,2015,NA,NA,"25351_Insect consumption_2015"
8496,46.328629,-96.061256,246,"Turdus","migratorius","American robin","Animalia",25780,310,"Fruit/seed consumption",2015,3,14,73,2457096,6,"25780_Fruit/seed consumption","Feeding","MN",9,2015-03-14,"calendar",73,2015,NA,NA,"25780_Fruit/seed consumption_2015"
8496,46.328629,-96.061256,245,"Poecile","atricapillus","black-capped chickadee","Animalia",25781,310,"Fruit/seed consumption",2015,4,19,109,2457132,3,"25781_Fruit/seed consumption","Feeding","MN",9,2015-04-19,"calendar",109,2015,NA,NA,"25781_Fruit/seed consumption_2015"
8496,46.328629,-96.061256,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",25784,312,"Flower visitation",2015,6,16,167,2457190,5,"25784_Flower visitation","Feeding","MN",9,2015-06-16,"calendar",167,2015,NA,NA,"25784_Flower visitation_2015"
8496,46.328629,-96.061256,1104,"Hirundo","rustica","barn swallow","Animalia",25894,297,"Nest building (birds)",2015,5,1,121,2457144,2,"25894_Nest building (birds)","Nesting behavior","MN",10,2015-05-01,"calendar",121,2015,NA,NA,"25894_Nest building (birds)_2015"
8496,46.328629,-96.061256,1113,"Dryobates","pubescens","downy woodpecker","Animalia",25895,310,"Fruit/seed consumption",2015,3,20,79,2457102,6,"25895_Fruit/seed consumption","Feeding","MN",11,2015-03-20,"calendar",79,2015,NA,NA,"25895_Fruit/seed consumption_2015"
8496,46.328629,-96.061256,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",25898,294,"Singing individuals (birds)",2015,2,11,42,2457065,4,"25898_Singing individuals (birds)","Singing individuals","MN",13,2015-02-11,"calendar",42,2015,NA,NA,"25898_Singing individuals (birds)_2015"
8496,46.328629,-96.061256,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",25898,310,"Fruit/seed consumption",2015,1,23,23,2457046,8,"25898_Fruit/seed consumption","Feeding","MN",11,2015-01-23,"calendar",23,2015,NA,NA,"25898_Fruit/seed consumption_2015"
8496,46.328629,-96.061256,1124,"Tachycineta","bicolor","tree swallow","Animalia",25899,297,"Nest building (birds)",2015,4,16,106,2457129,4,"25899_Nest building (birds)","Nesting behavior","MN",9,2015-04-16,"calendar",106,2015,NA,NA,"25899_Nest building (birds)_2015"
8418,32.363758,-94.873947,1096,"Cyanocitta","cristata","blue jay","Animalia",28244,310,"Fruit/seed consumption",2015,1,10,10,2457033,6,"28244_Fruit/seed consumption","Feeding","TX",11,2015-01-10,"calendar",10,2015,NA,NA,"28244_Fruit/seed consumption_2015"
8418,32.363758,-94.873947,1096,"Cyanocitta","cristata","blue jay","Animalia",28244,457,"Insect consumption",2015,3,22,81,2457104,4,"28244_Insect consumption","Feeding","TX",9,2015-03-22,"calendar",81,2015,NA,NA,"28244_Insect consumption_2015"
8418,32.363758,-94.873947,356,"Sialia","sialis","eastern bluebird","Animalia",28245,457,"Insect consumption",2015,1,25,25,2457048,3,"28245_Insect consumption","Feeding","TX",10,2015-01-25,"calendar",25,2015,NA,NA,"28245_Insect consumption_2015"
8418,32.363758,-94.873947,375,"Zenaida","macroura","mourning dove","Animalia",28246,294,"Singing individuals (birds)",2015,4,8,98,2457121,3,"28246_Singing individuals (birds)","Singing individuals","TX",10,2015-04-08,"calendar",98,2015,NA,NA,"28246_Singing individuals (birds)_2015"
8418,32.363758,-94.873947,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28247,294,"Singing individuals (birds)",2015,1,25,25,2457048,3,"28247_Singing individuals (birds)","Singing individuals","TX",11,2015-01-25,"calendar",25,2015,NA,NA,"28247_Singing individuals (birds)_2015"
8418,32.363758,-94.873947,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28247,310,"Fruit/seed consumption",2015,1,25,25,2457048,3,"28247_Fruit/seed consumption","Feeding","TX",11,2015-01-25,"calendar",25,2015,NA,NA,"28247_Fruit/seed consumption_2015"
8418,32.363758,-94.873947,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28247,457,"Insect consumption",2015,4,12,102,2457125,7,"28247_Insect consumption","Feeding","TX",10,2015-04-12,"calendar",102,2015,NA,NA,"28247_Insect consumption_2015"
8736,44.903229,-93.217445,240,"Spinus","tristis","American goldfinch","Animalia",28348,310,"Fruit/seed consumption",2015,2,23,54,2457077,3,"28348_Fruit/seed consumption","Feeding","MN",10,2015-02-23,"calendar",54,2015,NA,NA,"28348_Fruit/seed consumption_2015"
8736,44.903229,-93.217445,245,"Poecile","atricapillus","black-capped chickadee","Animalia",28349,294,"Singing individuals (birds)",2015,4,11,101,2457124,3,"28349_Singing individuals (birds)","Singing individuals","MN",10,2015-04-11,"calendar",101,2015,NA,NA,"28349_Singing individuals (birds)_2015"
8736,44.903229,-93.217445,245,"Poecile","atricapillus","black-capped chickadee","Animalia",28349,310,"Fruit/seed consumption",2015,1,5,5,2457028,2,"28349_Fruit/seed consumption","Feeding","MN",9,2015-01-05,"calendar",5,2015,NA,NA,"28349_Fruit/seed consumption_2015"
8736,44.903229,-93.217445,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28354,294,"Singing individuals (birds)",2015,3,22,81,2457104,6,"28354_Singing individuals (birds)","Singing individuals","MN",9,2015-03-22,"calendar",81,2015,NA,NA,"28354_Singing individuals (birds)_2015"
8736,44.903229,-93.217445,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",28354,310,"Fruit/seed consumption",2015,8,4,216,2457239,1,"28354_Fruit/seed consumption","Feeding","MN",10,2015-08-04,"calendar",216,2015,NA,NA,"28354_Fruit/seed consumption_2015"
8736,44.903229,-93.217445,362,"Junco","hyemalis","dark-eyed junco","Animalia",29145,310,"Fruit/seed consumption",2015,3,25,84,2457107,3,"29145_Fruit/seed consumption","Feeding","MN",9,2015-03-25,"calendar",84,2015,NA,NA,"29145_Fruit/seed consumption_2015"
8418,32.363758,-94.873947,352,"Archilochus","colubris","ruby-throated hummingbird","Animalia",30980,312,"Flower visitation",2015,3,29,88,2457111,4,"30980_Flower visitation","Feeding","TX",11,2015-03-29,"calendar",88,2015,NA,NA,"30980_Flower visitation_2015"
8496,46.328629,-96.061256,1096,"Cyanocitta","cristata","blue jay","Animalia",32294,310,"Fruit/seed consumption",2015,1,9,9,2457032,4,"32294_Fruit/seed consumption","Feeding","MN",13,2015-01-09,"calendar",9,2015,NA,NA,"32294_Fruit/seed consumption_2015"
8496,46.328629,-96.061256,362,"Junco","hyemalis","dark-eyed junco","Animalia",32295,310,"Fruit/seed consumption",2015,1,23,23,2457046,8,"32295_Fruit/seed consumption","Feeding","MN",9,2015-01-23,"calendar",23,2015,NA,NA,"32295_Fruit/seed consumption_2015"
8496,46.328629,-96.061256,1110,"Passer","domesticus","house sparrow","Animalia",32297,310,"Fruit/seed consumption",2015,1,15,15,2457038,6,"32297_Fruit/seed consumption","Feeding","MN",9,2015-01-15,"calendar",15,2015,NA,NA,"32297_Fruit/seed consumption_2015"
8418,32.363758,-94.873947,362,"Junco","hyemalis","dark-eyed junco","Animalia",33174,310,"Fruit/seed consumption",2015,11,8,312,2457335,4,"33174_Fruit/seed consumption","Feeding","TX",10,2015-11-08,"calendar",312,2015,NA,NA,"33174_Fruit/seed consumption_2015"
8418,32.363758,-94.873947,240,"Spinus","tristis","American goldfinch","Animalia",33798,310,"Fruit/seed consumption",2015,1,25,25,2457048,3,"33798_Fruit/seed consumption","Feeding","TX",10,2015-01-25,"calendar",25,2015,NA,NA,"33798_Fruit/seed consumption_2015"
8496,46.328629,-96.061256,240,"Spinus","tristis","American goldfinch","Animalia",34922,310,"Fruit/seed consumption",2015,3,26,85,2457108,6,"34922_Fruit/seed consumption","Feeding","MN",10,2015-03-26,"calendar",85,2015,NA,NA,"34922_Fruit/seed consumption_2015"
8418,32.363758,-94.873947,1110,"Passer","domesticus","house sparrow","Animalia",35674,294,"Singing individuals (birds)",2015,1,25,25,2457048,3,"35674_Singing individuals (birds)","Singing individuals","TX",9,2015-01-25,"calendar",25,2015,NA,NA,"35674_Singing individuals (birds)_2015"
8418,32.363758,-94.873947,1110,"Passer","domesticus","house sparrow","Animalia",35674,310,"Fruit/seed consumption",2015,1,17,17,2457040,3,"35674_Fruit/seed consumption","Feeding","TX",10,2015-01-17,"calendar",17,2015,NA,NA,"35674_Fruit/seed consumption_2015"
10145,42.602543,-83.250992,240,"Spinus","tristis","American goldfinch","Animalia",38837,294,"Singing individuals (birds)",2015,4,13,103,2457126,1,"38837_Singing individuals (birds)","Singing individuals","MI",9,2015-04-13,"calendar",103,2015,NA,NA,"38837_Singing individuals (birds)_2015"
10145,42.602543,-83.250992,362,"Junco","hyemalis","dark-eyed junco","Animalia",38878,294,"Singing individuals (birds)",2015,3,31,90,2457113,2,"38878_Singing individuals (birds)","Singing individuals","MI",11,2015-03-31,"calendar",90,2015,NA,NA,"38878_Singing individuals (birds)_2015"
10145,42.602543,-83.250992,355,"Troglodytes","aedon","house wren","Animalia",38908,294,"Singing individuals (birds)",2015,5,23,143,2457166,1,"38908_Singing individuals (birds)","Singing individuals","MI",10,2015-05-23,"calendar",143,2015,NA,NA,"38908_Singing individuals (birds)_2015"
10145,42.602543,-83.250992,359,"Agelaius","phoeniceus","red-winged blackbird","Animalia",38946,294,"Singing individuals (birds)",2015,4,2,92,2457115,1,"38946_Singing individuals (birds)","Singing individuals","MI",11,2015-04-02,"calendar",92,2015,NA,NA,"38946_Singing individuals (birds)_2015"
9652,44.768246,-94.155746,246,"Turdus","migratorius","American robin","Animalia",40107,294,"Singing individuals (birds)",2015,5,9,129,2457152,3,"40107_Singing individuals (birds)","Singing individuals","MN",11,2015-05-09,"calendar",129,2015,NA,NA,"40107_Singing individuals (birds)_2015"
9652,44.768246,-94.155746,246,"Turdus","migratorius","American robin","Animalia",40107,297,"Nest building (birds)",2015,4,21,111,2457134,2,"40107_Nest building (birds)","Nesting behavior","MN",9,2015-04-21,"calendar",111,2015,NA,NA,"40107_Nest building (birds)_2015"
9652,44.768246,-94.155746,246,"Turdus","migratorius","American robin","Animalia",40107,457,"Insect consumption",2015,10,15,288,2457311,14,"40107_Insect consumption","Feeding","MN",10,2015-10-15,"calendar",288,2015,NA,NA,"40107_Insect consumption_2015"
8418,32.363758,-94.873947,1113,"Dryobates","pubescens","downy woodpecker","Animalia",41679,310,"Fruit/seed consumption",2015,1,17,17,2457040,3,"41679_Fruit/seed consumption","Feeding","TX",10,2015-01-17,"calendar",17,2015,NA,NA,"41679_Fruit/seed consumption_2015"
8418,32.363758,-94.873947,1113,"Dryobates","pubescens","downy woodpecker","Animalia",41679,457,"Insect consumption",2015,1,25,25,2457048,3,"41679_Insect consumption","Feeding","TX",9,2015-01-25,"calendar",25,2015,NA,NA,"41679_Insect consumption_2015"
11313,44.201355,-92.646301,1090,"Cardinalis","cardinalis","northern cardinal","Animalia",46661,294,"Singing individuals (birds)",2015,4,18,108,2457131,6,"46661_Singing individuals (birds)","Singing individuals","MN",10,2015-04-18,"calendar",108,2015,NA,NA,"46661_Singing individuals (birds)_2015"
8418,32.363758,-94.873947,1126,"Thryothorus","ludovicianus","Carolina wren","Animalia",46734,310,"Fruit/seed consumption",2015,3,22,81,2457104,4,"46734_Fruit/seed consumption","Feeding","TX",10,2015-03-22,"calendar",81,2015,NA,NA,"46734_Fruit/seed consumption_2015"
6102,32.23188,-110.951012,1110,"Passer","domesticus","house sparrow","Animalia",49643,310,"Fruit/seed consumption",2015,9,10,253,2457276,2,"49643_Fruit/seed consumption","Feeding","AZ",9,2015-09-10,"calendar",253,2015,NA,NA,"49643_Fruit/seed consumption_2015"
16295,27.929228,-82.725639,1108,"Mimus","polyglottos","northern mockingbird","Animalia",60950,294,"Singing individuals (birds)",2015,3,11,70,2457093,6,"60950_Singing individuals (birds)","Singing individuals","FL",9,2015-03-11,"calendar",70,2015,NA,NA,"60950_Singing individuals (birds)_2015"
