"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","ind_phen","phenophase","ind_phen_year","series_yrs"
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2023,3,31,90,2460035,3,2023,5,11,131,2460076,3,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2023",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2023,3,27,86,2460031,4,2023,3,27,86,2460031,2,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2023",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2023,3,20,79,2460024,4,2023,3,29,88,2460033,1,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2023",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2023,3,29,88,2460033,2,2023,3,29,88,2460033,1,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2023",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2023,3,27,86,2460031,4,2023,3,29,88,2460033,1,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2023",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2023,3,28,87,2460032,7,2023,3,28,87,2460032,7,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2023",9
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2024,5,8,129,2460439,1,2024,5,12,133,2460443,4,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2024",10
5260,42.454987,-72.345177,267,"MA",346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2024,4,12,103,2460413,3,2024,4,12,103,2460413,1,"12259_Vocalizing","Calls or songs","12259_Vocalizing_2024",9
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2024,8,23,236,2460546,1,2024,8,23,236,2460546,1,"38841_Adults on land","Adults observed","38841_Adults on land_2024",11
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2024,4,28,119,2460429,1,2024,4,29,120,2460430,1,"38841_Vocalizing","Calls or songs","38841_Vocalizing_2024",10
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2024,5,1,122,2460432,1,2024,6,13,165,2460475,3,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2024",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2024,5,14,135,2460445,2,2024,5,14,135,2460445,2,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2024",10
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2024,3,4,64,2460374,1,2024,3,14,74,2460384,12,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2024",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2024,4,9,100,2460410,2,2024,4,9,100,2460410,2,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2024",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2024,3,17,77,2460387,6,2024,3,17,77,2460387,15,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2024",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2024,5,16,137,2460447,7,2024,5,16,137,2460447,8,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2024",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2024,3,14,74,2460384,3,2024,3,14,74,2460384,3,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2024",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2024,2,27,58,2460368,7,2024,2,27,58,2460368,1,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2024",9
5260,42.454987,-72.345177,267,"MA",307,"Lithobates","clamitans","green frog","Animalia",12257,276,"Vocalizing",2025,5,2,122,2460798,2,2025,8,16,228,2460904,NA,"12257_Vocalizing","Calls or songs","12257_Vocalizing_2025",10
5260,42.454987,-72.345177,267,"MA",346,"Lithobates","palustris","pickerel frog","Animalia",12259,276,"Vocalizing",2025,4,14,104,2460780,2,2025,4,28,118,2460794,2,"12259_Vocalizing","Calls or songs","12259_Vocalizing_2025",9
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,274,"Adults on land",2025,7,6,187,2460863,1,2025,7,6,187,2460863,1,"38841_Adults on land","Adults observed","38841_Adults on land_2025",11
10145,42.602543,-83.250992,277,"MI",230,"Anaxyrus","americanus","American toad","Animalia",38841,276,"Vocalizing",2025,5,8,128,2460804,1,2025,5,8,128,2460804,1,"38841_Vocalizing","Calls or songs","38841_Vocalizing_2025",10
10145,42.602543,-83.250992,277,"MI",280,"Chrysemys","picta","painted turtle","Animalia",38933,355,"Individuals on land (rock/log)",2025,10,12,285,2460961,1,2025,10,12,285,2460961,1,"38933_Individuals on land (rock/log)","Adults observed","38933_Individuals on land (rock/log)_2025",9
17414,42.936153,-73.433449,147,"NY",338,"Dryophytes","versicolor","gray treefrog","Animalia",86969,276,"Vocalizing",2025,4,25,115,2460791,5,2025,6,21,172,2460848,8,"86969_Vocalizing","Calls or songs","86969_Vocalizing_2025",11
5260,42.454987,-72.345177,267,"MA",338,"Dryophytes","versicolor","gray treefrog","Animalia",91177,276,"Vocalizing",2025,4,29,119,2460795,4,2025,4,29,119,2460795,1,"91177_Vocalizing","Calls or songs","91177_Vocalizing_2025",10
17414,42.936153,-73.433449,147,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103212,276,"Vocalizing",2025,3,11,70,2460746,4,2025,3,11,70,2460746,5,"103212_Vocalizing","Calls or songs","103212_Vocalizing_2025",10
16876,41.745537,-74.119392,72,"NY",337,"Pseudacris","crucifer","spring peeper","Animalia",103455,276,"Vocalizing",2025,3,27,86,2460762,6,2025,4,4,94,2460770,7,"103455_Vocalizing","Calls or songs","103455_Vocalizing_2025",10
16876,41.745537,-74.119392,72,"NY",234,"Lithobates","sylvaticus","wood frog","Animalia",103456,276,"Vocalizing",2025,5,2,122,2460798,7,2025,5,2,122,2460798,5,"103456_Vocalizing","Calls or songs","103456_Vocalizing_2025",10
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,355,"Individuals on land (rock/log)",2025,5,30,150,2460826,7,2025,5,30,150,2460826,14,"103457_Individuals on land (rock/log)","Adults observed","103457_Individuals on land (rock/log)_2025",9
16876,41.745537,-74.119392,72,"NY",280,"Chrysemys","picta","painted turtle","Animalia",103457,356,"Individuals in water (rock/log)",2025,4,28,118,2460794,3,2025,4,28,118,2460794,4,"103457_Individuals in water (rock/log)","Adults observed","103457_Individuals in water (rock/log)_2025",10
22613,32.33926,-110.981728,813,"AZ",1413,"Sceloporus","magister","desert spiny lizard","Animalia",136798,355,"Individuals on land (rock/log)",2025,2,25,56,2460732,5,2025,2,25,56,2460732,7,"136798_Individuals on land (rock/log)","Adults observed","136798_Individuals on land (rock/log)_2025",9
